gene,gene_ID_robin,cluster
GQ602_006769,Ophcf2|06769,2
GQ602_006770,Ophcf2|06770,4
GQ602_006775,Ophcf2|06775,1
GQ602_006778,Ophcf2|06778,4
GQ602_006779,Ophcf2|06779,2
GQ602_006782,Ophcf2|06782,2
GQ602_006784,Ophcf2|06784,1
GQ602_006788,Ophcf2|06788,3
GQ602_006789,Ophcf2|06789,1
GQ602_006790,Ophcf2|06790,2
GQ602_006792,Ophcf2|06792,2
GQ602_006795,Ophcf2|06795,2
GQ602_006802,Ophcf2|06802,4
GQ602_006811,Ophcf2|06811,1
GQ602_006814,Ophcf2|06814,1
GQ602_006816,Ophcf2|06816,1
GQ602_006818,Ophcf2|06818,3
GQ602_006819,Ophcf2|06819,4
GQ602_006823,Ophcf2|06823,3
GQ602_006832,Ophcf2|06832,1
GQ602_006833,Ophcf2|06833,2
GQ602_006834,Ophcf2|06834,2
GQ602_006839,Ophcf2|06839,1
GQ602_006841,Ophcf2|06841,1
GQ602_006845,Ophcf2|06845,4
GQ602_006846,Ophcf2|06846,4
GQ602_006849,Ophcf2|06849,1
GQ602_006855,Ophcf2|06855,2
GQ602_006857,Ophcf2|06857,3
GQ602_006865,Ophcf2|06865,2
GQ602_006867,Ophcf2|06867,1
GQ602_006868,Ophcf2|06868,4
GQ602_006876,Ophcf2|06876,3
GQ602_006879,Ophcf2|06879,4
GQ602_006885,Ophcf2|06885,4
GQ602_006891,Ophcf2|06891,2
GQ602_006893,Ophcf2|06893,2
GQ602_006894,Ophcf2|06894,1
GQ602_006896,Ophcf2|06896,4
GQ602_006900,Ophcf2|06900,1
GQ602_006903,Ophcf2|06903,1
GQ602_006912,Ophcf2|06912,1
GQ602_006922,Ophcf2|06922,1
GQ602_006927,Ophcf2|06927,3
GQ602_006932,Ophcf2|06932,1
GQ602_006933,Ophcf2|06933,1
GQ602_006937,Ophcf2|06937,2
GQ602_006939,Ophcf2|06939,2
GQ602_006953,Ophcf2|06953,1
GQ602_006967,Ophcf2|06967,3
GQ602_006968,Ophcf2|06968,4
GQ602_006970,Ophcf2|06970,3
GQ602_006979,Ophcf2|06979,1
GQ602_006987,Ophcf2|06987,1
GQ602_006990,Ophcf2|06990,3
GQ602_006991,Ophcf2|06991,4
GQ602_006992,Ophcf2|06992,1
GQ602_006995,Ophcf2|06995,2
GQ602_006996,Ophcf2|06996,3
GQ602_006997,Ophcf2|06997,2
GQ602_007000,Ophcf2|07000,1
GQ602_007005,Ophcf2|07005,3
GQ602_007011,Ophcf2|07011,2
GQ602_007016,Ophcf2|07016,4
GQ602_007020,Ophcf2|07020,1
GQ602_007021,Ophcf2|07021,4
GQ602_007028,Ophcf2|07028,2
GQ602_007033,Ophcf2|07033,4
GQ602_007039,Ophcf2|07039,2
GQ602_007040,Ophcf2|07040,4
GQ602_007044,Ophcf2|07044,1
GQ602_007047,Ophcf2|07047,4
GQ602_007049,Ophcf2|07049,2
GQ602_007051,Ophcf2|07051,4
GQ602_007061,Ophcf2|07061,1
GQ602_007063,Ophcf2|07063,1
GQ602_007067,Ophcf2|07067,2
GQ602_007068,Ophcf2|07068,1
GQ602_007069,Ophcf2|07069,1
GQ602_007070,Ophcf2|07070,1
GQ602_007075,Ophcf2|07075,3
GQ602_007080,Ophcf2|07080,4
GQ602_007083,Ophcf2|07083,2
GQ602_007086,Ophcf2|07086,2
GQ602_007087,Ophcf2|07087,2
GQ602_007089,Ophcf2|07089,2
GQ602_007098,Ophcf2|07098,4
GQ602_007099,Ophcf2|07099,2
GQ602_007100,Ophcf2|07100,2
GQ602_007102,Ophcf2|07102,4
GQ602_007104,Ophcf2|07104,1
GQ602_007105,Ophcf2|07105,1
GQ602_007110,Ophcf2|07110,1
GQ602_007114,Ophcf2|07114,2
GQ602_007118,Ophcf2|07118,1
GQ602_007119,Ophcf2|07119,1
GQ602_007120,Ophcf2|07120,3
GQ602_007128,Ophcf2|07128,4
GQ602_007130,Ophcf2|07130,4
GQ602_007132,Ophcf2|07132,3
GQ602_007137,Ophcf2|07137,4
GQ602_007139,Ophcf2|07139,3
GQ602_007142,Ophcf2|07142,1
GQ602_007144,Ophcf2|07144,1
GQ602_007146,Ophcf2|07146,1
GQ602_007148,Ophcf2|07148,1
GQ602_007150,Ophcf2|07150,1
GQ602_007151,Ophcf2|07151,1
GQ602_007153,Ophcf2|07153,1
GQ602_007154,Ophcf2|07154,4
GQ602_007155,Ophcf2|07155,4
GQ602_007157,Ophcf2|07157,4
GQ602_007163,Ophcf2|07163,1
GQ602_007171,Ophcf2|07171,4
GQ602_007175,Ophcf2|07175,1
GQ602_007176,Ophcf2|07176,1
GQ602_007177,Ophcf2|07177,1
GQ602_007178,Ophcf2|07178,2
GQ602_007179,Ophcf2|07179,3
GQ602_007189,Ophcf2|07189,1
GQ602_007198,Ophcf2|07198,2
GQ602_007204,Ophcf2|07204,2
GQ602_007206,Ophcf2|07206,1
GQ602_007207,Ophcf2|07207,2
GQ602_007213,Ophcf2|07213,4
GQ602_007215,Ophcf2|07215,3
GQ602_007218,Ophcf2|07218,3
GQ602_007220,Ophcf2|07220,3
GQ602_007222,Ophcf2|07222,4
GQ602_007224,Ophcf2|07224,4
GQ602_007227,Ophcf2|07227,1
GQ602_007229,Ophcf2|07229,2
GQ602_007240,Ophcf2|07240,1
GQ602_007244,Ophcf2|07244,4
GQ602_007246,Ophcf2|07246,2
GQ602_007248,Ophcf2|07248,4
GQ602_007250,Ophcf2|07250,4
GQ602_007251,Ophcf2|07251,2
GQ602_007252,Ophcf2|07252,3
GQ602_007253,Ophcf2|07253,4
GQ602_007262,Ophcf2|07262,3
GQ602_007263,Ophcf2|07263,1
GQ602_007264,Ophcf2|07264,4
GQ602_007266,Ophcf2|07266,2
GQ602_007267,Ophcf2|07267,4
GQ602_007270,Ophcf2|07270,1
GQ602_007272,Ophcf2|07272,1
GQ602_007277,Ophcf2|07277,3
GQ602_007278,Ophcf2|07278,4
GQ602_007279,Ophcf2|07279,4
GQ602_007280,Ophcf2|07280,1
GQ602_007282,Ophcf2|07282,1
GQ602_007284,Ophcf2|07284,2
GQ602_007285,Ophcf2|07285,4
GQ602_007287,Ophcf2|07287,4
GQ602_007294,Ophcf2|07294,4
GQ602_007295,Ophcf2|07295,2
GQ602_007302,Ophcf2|07302,1
GQ602_007303,Ophcf2|07303,1
GQ602_007307,Ophcf2|07307,1
GQ602_007310,Ophcf2|07310,1
GQ602_007311,Ophcf2|07311,4
GQ602_007312,Ophcf2|07312,4
GQ602_007313,Ophcf2|07313,4
GQ602_007314,Ophcf2|07314,4
GQ602_007317,Ophcf2|07317,4
GQ602_007319,Ophcf2|07319,4
GQ602_007320,Ophcf2|07320,3
GQ602_007321,Ophcf2|07321,4
GQ602_007324,Ophcf2|07324,1
GQ602_007326,Ophcf2|07326,4
GQ602_007330,Ophcf2|07330,4
GQ602_007333,Ophcf2|07333,3
GQ602_007339,Ophcf2|07339,3
GQ602_007341,Ophcf2|07341,3
GQ602_007343,Ophcf2|07343,1
GQ602_007344,Ophcf2|07344,3
GQ602_007349,Ophcf2|07349,4
GQ602_007353,Ophcf2|07353,1
GQ602_007354,Ophcf2|07354,4
GQ602_007358,Ophcf2|07358,4
GQ602_007360,Ophcf2|07360,1
GQ602_007362,Ophcf2|07362,3
GQ602_007371,Ophcf2|07371,4
GQ602_007375,Ophcf2|07375,4
GQ602_007378,Ophcf2|07378,4
GQ602_007382,Ophcf2|07382,4
GQ602_007383,Ophcf2|07383,1
GQ602_007384,Ophcf2|07384,1
GQ602_007386,Ophcf2|07386,2
GQ602_007410,Ophcf2|07410,1
GQ602_007419,Ophcf2|07419,1
