gene_ID_ncbi,ZT02,ZT04,ZT06,ZT08,ZT10,ZT12,ZT14,ZT16,ZT18,ZT20,ZT22,ZT24
BBA_06327,0,0,0.594833,0,0.339483,2.38666,0,0.408765,0,0,0,0.676623
BBA_06328,1.25937,1.23245,0.696164,0.279547,0.497965,1.54853,1.60653,0.617877,0.608886,1.27199,0.788484,1.27228
BBA_06329,766.199,667.721,588.007,799.95,581.719,1093.02,649.418,724.72,633.612,547.645,496.597,409.556
BBA_06330,26.0696,26.3331,40.1602,26.9095,32.3896,50.4511,41.5722,42.9089,36.2633,46.1707,43.8477,40.6639
BBA_06331,27.3876,20.3705,21.6418,30.6067,21.894,31.0475,23.9257,20.6181,27.9554,21.5135,23.2931,20.0785
BBA_06332,0.962783,0.763546,0.812231,0.358548,0.321828,0.552642,0.278609,0.267662,0.799158,0.220703,0.686117,0
BBA_06333,43.0438,41.5364,36.9213,39.5618,25.4055,24.4687,22.5051,24.7563,35.8996,19.1013,25.3384,16.1975
BBA_06334,165.765,147.803,106.234,152.548,91.8559,121.761,128.142,103.46,92.9751,117.697,65.4607,85.8012
BBA_06335,89.3719,88.6361,87.3028,95.7483,74.2361,95.8648,80.2983,86.7517,69.4969,82.6878,80.8329,67.126
BBA_06336,935.837,796.798,938.324,1054.31,636.742,1088.54,1006.89,933.969,789.781,794.586,724.444,568.841
BBA_06337,194.234,219.236,199.606,230.284,122.912,146.42,167.443,169.134,240.541,114.829,101.508,62.8354
BBA_06338,345.873,315.811,401.072,617.89,235.226,549.195,529.184,491.34,337.294,356.623,305.768,242.992
BBA_06339,34.9615,45.9119,47.0436,65.9732,44.8091,66.5531,55.6894,65.4295,60.9357,50.9822,47.8075,46.7866
BBA_06340,21.296,27.9636,28.6992,28.9122,32.3207,32.0954,32.3877,35.9841,33.893,35.011,30.9307,36.039
BBA_06341,465.465,469.768,393.481,426.013,230.149,351.301,360.159,426.204,383.841,397.863,304.025,266.819
BBA_06342,33.0085,31.9552,34.5771,19.065,12.5334,27.6596,27.3648,27.9973,23.0683,36.5274,41.6962,25.1339
BBA_06343,60.8779,59.594,63.0649,41.4257,9.98521,50.4243,36.7795,41.6906,35.0221,47.3412,50.6554,28.0617
BBA_06344,19.9987,18.7345,20.9927,14.3512,17.0723,20.8066,17.8087,17.811,19.1222,26.3535,31.1714,28.814
BBA_06345,17.2729,11.0536,15.9094,14.2293,11.275,33.2667,15.8421,21.6719,16.7508,14.5938,11.2302,15.846
BBA_06346,5.09308,9.74639,18.0958,31.8641,19.966,10.76,26.8988,28.8807,57.3315,66.0728,35.7566,112.974
BBA_06347,182.411,184.767,185.508,253.917,150.828,174.638,191.197,174.084,215.213,223.85,156.505,244.005
BBA_06348,29.5996,15.9737,16.1667,16.5259,6.93735,17.1075,14.449,16.7157,13.0827,19.7048,14.0172,18.9814
BBA_06349,0.397806,0.954904,0.740359,0.361879,1.00813,2.00692,0.211901,1.60936,0.596887,1.17888,1.04742,1.32521
BBA_06350,0.333155,0.0888158,0.167627,0,0.271417,0.276453,0.116418,0,0.441324,0.0934488,0.193291,0.183776
BBA_06351,0,0,0,0,0,0,0,0,0,0,0,0
BBA_06352,3.76462,2.49247,1.8397,2.36115,5.94669,2.21134,2.24711,1.81645,3.27464,1.11157,2.89874,2.65202
BBA_06353,3.93471,3.61667,5.76347,3.8333,3.99995,8.0466,4.71272,5.31155,5.0865,7.14524,6.21197,5.98557
BBA_06354,23.6376,23.9658,23.5915,38.0534,35.2688,28.5284,35.1207,25.1595,24.2004,23.8088,23.5142,21.8709
BBA_06355,98.2723,95.5471,58.2963,138.142,52.9685,116.573,64.307,64.8528,73.4797,44.677,52.1749,47.9233
BBA_06356,9.95406,9.90179,8.80883,11.7439,7.57856,8.7008,9.13661,8.53308,7.53456,5.27721,5.00497,3.12459
BBA_06357,35.7169,24.2163,26.0127,30.8656,32.9469,36.2985,29.36,36.3031,29.5274,31.7494,29.0172,32.0315
BBA_06358,25.614,23.9441,24.4385,29.4439,26.7817,24.5246,25.7979,22.1102,22.7961,24.3542,27.2333,26.9941
BBA_06359,12.038,12.1206,12.6532,13.322,15.2135,17.5933,10.6681,10.6542,13.6442,16.0058,19.6699,20.3687
BBA_06360,9.32746,11.429,12.5212,10.3702,12.0561,17.3723,10.0737,11.1618,10.1261,9.7286,15.735,12.2703
BBA_06361,107.567,98.3292,98.4626,82.769,108.835,126.329,90.7643,110.457,108.222,120.318,127.323,140.188
BBA_06362,40.9893,34.5796,34.9293,35.6203,33.7107,36.9055,37.0896,33.9316,40.15,37.3574,36.4925,44.3572
BBA_06363,51.6031,42.5298,41.3802,44.7444,45.8517,41.9611,37.0446,38.6031,50.5895,42.3075,42.6609,52.8095
BBA_06364,19.38,20.1936,16.6491,25.2875,26.2673,26.2058,18.8551,19.1643,31.9927,20.369,26.2726,15.4319
BBA_06365,69.8675,82.4808,77.4793,73.7192,78.2475,90.3051,63.4684,82.4726,82.9425,72.3871,94.1906,86.1691
BBA_06366,7.90988,8.6027,8.89254,6.79963,8.21324,9.31003,9.32767,7.82311,8.66531,9.32639,10.6715,8.88655
BBA_06367,12.2058,12.2619,14.3453,10.1475,9.72539,34.8814,14.8465,16.5336,8.44028,11.5789,19.8551,13.8722
BBA_06368,0,0,0,0,0,0,0,0,0,0,0,0
BBA_06369,11.9558,10.8537,15.89,20.7202,23.2924,15.9386,17.7478,14.8617,15.3155,15.5652,16.3566,21.2457
BBA_06370,72.4593,78.9094,81.629,65.3248,106.357,57.1636,70.7427,75.2385,74.9797,72.4437,100.342,70.2169
BBA_06371,158.024,158.046,219.159,176.523,287.243,154.687,258.709,183.287,145.468,190.03,232.329,216.425
BBA_06372,27.1963,26.8312,24.1976,28.2626,32.6774,26.0724,27.9617,25.7707,31.0737,28.7775,30.5469,34.206
BBA_06373,19.668,19.052,17.2721,19.083,25.1024,23.4324,17.3516,20.5912,25.5331,25.9917,28.8581,34.3022
BBA_06374,70.4114,65.1692,73.0573,57.0269,83.7652,69.298,73.2148,78.8468,75.9324,83.5529,95.7324,102.149
BBA_06375,18.0659,17.8396,20.1477,18.8008,25.9139,22.0893,21.0892,20.2069,19.892,21.5433,25.0759,22.8109
BBA_06376,129.094,66.8488,66.0504,53.0156,99.983,66.0266,76.4386,109.374,140.516,113.688,108.617,111.786
BBA_06377,25.4621,29.5031,38.5318,25.9961,47.3868,42.1458,47.1996,45.2528,42.0089,56.1147,63.2525,57.1167
BBA_06378,41.2298,46.8091,63.9859,38.0095,70.4021,64.8246,84.0863,72.9178,62.2704,87.1515,103.922,87.6223
BBA_06379,0,0.683272,1.44781,1.50531,1.23492,1.06812,0.446747,0.842656,0.842776,0.71053,1.11359,1.95153
BBA_06380,7.09647,3.81981,6.6948,4.66751,7.36954,8.55163,6.93922,5.91633,8.39724,9.17705,9.66931,10.013
BBA_06381,13.0912,11.4814,12.4955,9.85347,10.9437,11.9078,12.5948,12.5557,12.3195,16.0419,19.2684,20.5164
BBA_06382,0.805744,3.81845,0.587462,1.4176,1.89505,2.5835,3.21395,0.776343,3.13762,0.640296,4.67037,1.89408
BBA_06383,37.1597,33.1771,36.8552,36.253,44.3234,32.6015,44.469,34.9564,36.0814,35.9107,36.9287,39.6964
BBA_06384,1.24199,1.33921,1.48263,1.54325,1.19128,2.90931,1.80203,1.53636,1.09258,2.24998,3.51237,2.0518
BBA_06385,29.9631,27.2458,26.1714,21.918,24.3634,25.7514,27.289,26.3659,24.5477,28.3629,28.3008,25.1329
BBA_06386,78.1634,72.1834,76.8137,59.0511,80.8271,107.706,78.2765,88.3317,84.6552,93.538,119.267,108.07
BBA_06387,71.0327,65.2404,53.1912,82.6204,61.6911,68.4988,63.3753,59.0694,58.2726,51.2131,40.385,35.6482
BBA_06388,12.7509,17.5699,23.8546,21.744,35.0064,10.4737,36.0962,26.2063,16.2775,19.4768,21.0096,19.0152
BBA_06389,16.2842,20.4585,21.3491,13.7451,16.8457,12.1081,20.3592,19.815,22.7545,30.9615,34.4829,38.0291
BBA_06390,229.695,214.072,172.26,305.556,164.721,183.403,145.696,160.336,202.07,176.576,151.645,143.349
BBA_06391,35.9368,35.3419,39.2669,31.8564,28.425,36.2118,37.9109,42.4535,37.3069,41.3879,37.2066,39.2411
BBA_06392,36.9003,33.2577,32.0669,32.9916,40.1535,39.7426,26.1843,35.1583,35.2779,37.6941,38.6293,34.6566
BBA_06393,772.787,823.843,863.886,812.927,897.249,928.216,882.145,900.46,888.328,932.203,868.282,980.86
BBA_06394,1061.74,1121.12,1071.18,1255.21,1014.52,987.472,920.507,965.96,1054.32,926.245,872.516,920.777
BBA_06395,640.828,637.019,560.506,569.92,521.296,676.019,480.835,544.378,507.689,488.753,515.995,473.79
BBA_06396,164.739,171.741,178.863,159.198,178.799,167.896,190.646,180.309,184.107,178.163,177.032,177.793
BBA_06397,138.021,122.116,107.424,85.4394,84.4136,101.633,99.8027,106.522,116.527,130.373,111.426,130.073
BBA_06398,43.4586,38.8403,40.2377,39.2809,41.9706,39.7129,44.3656,46.4069,38.9495,51.0153,49.2884,52.9768
BBA_06399,8.46818,9.65511,9.65003,9.47322,6.46062,8.84259,7.89669,9.44247,9.06418,7.75516,7.14779,8.16023
BBA_06400,35.1455,37.2413,36.691,31.4963,34.3341,37.6778,36.552,39.6629,35.7014,39.1701,36.8933,44.1402
BBA_06401,738.166,1134.62,975.18,882.202,899.449,688.658,771.886,791.77,1190.53,685.01,625.053,568.047
BBA_06402,5.06984,28.1297,18.4744,26.6192,8.10759,24.0737,10.4927,15.1563,35.069,29.1045,21.5134,16.2569
BBA_06403,225.688,258.737,244.067,266.062,319.174,237.859,264.759,252.349,245.116,272.901,263.326,281.446
BBA_06404,77.4155,76.1506,70.5117,77.384,100.499,74.818,70.0412,80.1873,76.769,78.5264,86.6944,90.9437
BBA_06405,2696.83,2712.16,1858.62,2753.08,1809.21,1903.22,2141.68,2026.18,2210,1881.77,1733,1710.7
BBA_06406,113.518,116.675,96.4806,119.132,90.1325,108.475,97.5311,104.526,94.7774,93.8251,77.1809,69.8839
BBA_06407,1109.05,1087.86,848.438,1026.78,1194.52,952.68,857.963,956.639,1032.52,1076.61,1079.51,1178.83
BBA_06408,37.2367,44.5175,50.521,33.3486,39.1265,45.6787,55.1508,53.8749,42.1525,61.5414,69.2997,74.7366
BBA_06409,236.384,141.15,167.043,93.9421,200.915,117.051,114.264,112.688,86.4058,112.296,113.771,142.979
BBA_06410,55.5278,43.6379,47.2086,41.8037,59.127,47.1345,51.1263,48.7629,43.0063,51.7845,48.0776,53.1269
BBA_06411,251.281,278.957,292.401,260.308,193.77,213.599,247.665,261.507,200.5,216.274,185.084,183.355
BBA_06412,45.2517,49.7089,49.2256,65.1111,52.6727,55.6527,55.9246,49.0978,43.0419,42.9772,51.0765,47.7717
BBA_06413,44.7379,40.931,43.1924,39.1351,48.0718,38.3037,43.1007,43.4913,35.7696,42.0876,45.6036,40.0163
BBA_06414,0,0,0,0,0,0,0,0,0,0,0,0
BBA_06415,1535.94,1165.63,959.313,1141.85,287.733,981.245,766.333,840.509,831.964,889.196,779.499,540.289
BBA_06416,10.383,6.10588,3.89372,5.34706,0.903249,5.09128,3.26582,2.04211,2.663,3.74402,2.28905,2.05798
BBA_06417,2.61555,3.38332,4.56427,3.6682,5.15433,4.1419,3.91945,3.67614,4.00888,5.14679,5.23227,6.22595
BBA_06418,148.425,168.095,162.25,157.468,120.507,145.23,161.549,184.81,161.912,189.538,174.959,155.652
BBA_06419,5.24493,8.37893,7.57762,9.66368,8.6071,8.67255,7.50559,7.23279,7.76213,4.9255,5.61288,5.46131
BBA_06420,5.74055,6.6229,9.01803,11.0848,23.236,16.232,20.4343,12.0203,9.96656,7.69864,8.9968,13.2823
BBA_06421,1.87853,2.96292,3.37207,3.39641,3.33709,4.28337,2.4189,1.79641,3.54244,1.90767,4.09409,4.49728
BBA_06422,7.60382,6.26085,8.23532,4.95044,5.74056,10.0586,6.00294,7.71282,7.15464,6.5223,8.14686,6.63057
BBA_06423,13.8338,23.9077,40.7097,28.3254,21.786,69.9226,26.9721,30.3013,31.4094,15.7877,34.0581,18.0795
BBA_06424,17.6771,16.153,14.4141,14.723,17.1599,17.0174,18.3393,18.1289,21.9806,19.257,17.9379,20.7737
BBA_06425,26.1959,28.847,32.3003,27.6601,44.355,11.8559,43.7571,29.7143,25.0946,34.3679,30.1202,38.339
BBA_06426,8.82758,7.19895,7.63479,6.87204,8.42674,9.29566,9.84918,9.52857,8.90355,8.05511,11.2554,10.4632
BBA_06427,2.30827,2.88757,2.14717,2.33367,3.91728,2.66103,2.28523,1.84893,2.09171,3.94327,3.70153,5.60665
BBA_06428,3.41165,4.63225,2.36063,3.74279,4.50698,2.65848,2.90659,3.65713,5.94978,3.05335,3.14736,2.29872
BBA_06429,8.32011,7.72181,5.6244,8.33558,9.19986,7.67962,6.51558,7.01136,6.10995,6.05086,6.48414,8.08662
BBA_06430,9.00645,8.7008,5.84252,9.10937,5.16532,7.3026,6.38827,9.6769,6.66378,6.10379,5.65566,5.16981
BBA_06431,33.9615,25.8362,27.3761,35.3323,34.5253,38.5131,32.2842,35.1111,37.4904,33.0627,27.9135,38.2819
BBA_06432,42.9576,45.8505,40.5775,30.8492,24.8744,27.5374,36.1647,36.3659,32.7977,38.9731,30.5412,27.4449
BBA_06433,74.648,80.3161,84.551,73.8414,54.9121,46.9685,62.1976,73.3845,56.8572,86.1292,90.2965,65.2938
BBA_06434,556.396,465.766,413.413,579.885,511.9,517.885,442.97,462.72,482.766,424.732,354.093,437.088
BBA_06435,7.37325,4.43211,5.84489,7.8799,12.0415,3.24359,8.50778,6.46115,4.88717,3.71621,6.57638,9.0479
BBA_06436,29.461,18.22,20.9707,19.605,20.2495,16.884,17.4341,14.3218,22.5421,20.1013,20.6003,21.627
BBA_06437,16.147,13.7315,13.8303,9.13392,12.6596,14.7715,14.752,13.4988,12.163,16.8451,21.5609,19.4358
BBA_06438,0,0,0,0,0,3.64274,0,4.43598,0,0,0,3.79702
BBA_06439,2464.36,3260.01,3985.95,3263.15,2550.37,4730.4,2774.26,2612.91,2206.34,2352.92,3287.79,3823.92
BBA_06440,458.337,478.94,526.748,416.991,416.383,357.804,524.405,428.679,434.909,480.497,458.393,409.5
BBA_06441,7.1876,11.0515,3.38748,9.52778,14.9455,6.08406,2.06311,1.33145,5.301,4.87879,4.52138,1.63591
BBA_06442,0,0,0,0,1.8107,0,0,0,0,0,0,0
BBA_06443,0,0,0.597115,0,0,0,0,0,0,0,0,0.649292
BBA_06444,4.39207,0.882292,0,2.08277,0,1.79973,1.1408,1.08317,0,1.74504,1.79657,1.73684
BBA_06445,6.4898,5.13493,9.51513,6.92878,8.24785,5.06731,6.45302,5.21797,8.01827,8.48186,8.3899,5.58802
BBA_06446,332.323,323.806,247.094,250.478,217.479,242.325,218.688,232.071,279.63,266.205,223.414,196.749
BBA_06447,3.6953,0,5.35426,0,5.73644,0,3.79304,0,7.34797,6.08265,0,2.93894
BBA_06448,0,0,0,0,0,0,0,0,0,0,0,0
BBA_06449,59.8319,52.3284,61.0495,49.7275,49.9359,60.4385,49.6853,49.9929,69.4878,62.094,72.159,80.7305
BBA_06450,15.3845,11.3129,10.151,9.15349,10.8706,5.85149,11.2667,11.6241,14.5212,11.3632,14.0763,13.8537
BBA_06451,11.0126,9.97696,9.52857,9.81609,9.99098,10.234,9.88286,12.321,12.275,16.3703,13.9843,17.8468
BBA_06452,0,0,0,0,0,0,0,0,0,0,0,0
BBA_06453,0,0,0,0,0,0,0,0,0,0,0,0
BBA_06454,0,0,0,0,0,0,0,0,0,0,0,0
BBA_06455,0,0,0,0,0,0,0,0,0,0,0.170084,0
BBA_06456,12.7653,9.70161,9.30907,9.09967,8.69939,13.6724,10.6079,11.1522,9.38097,14.5355,8.09478,9.95388
BBA_06457,30.8027,45.3301,40.6161,39.8797,45.5245,44.8234,45.5171,52.3884,51.4028,58.192,59.0524,70.4646
BBA_06458,1.20513,0.936621,1.08621,1.02664,0.780937,0.695551,0.437433,1.27439,1.55364,0.584793,0.722117,0.116574
BBA_06459,61.0249,53.0246,57.341,62.3723,58.673,65.9708,50.9503,48.1087,47.975,44.7519,40.2529,50.8366
BBA_06460,57.1386,57.9467,68.3536,67.6375,72.9089,59.4396,70.2869,57.7391,61.1686,64.3356,62.0738,61.4323
BBA_06461,55.1455,44.4011,46.8678,70.6184,56.8944,43.8531,47.0582,56.6719,47.5094,43.9611,36.1823,44.8494
BBA_06462,21.4645,25.1861,25.424,20.7115,22.3488,25.3435,27.4929,27.7198,27.4125,30.5889,27.7597,25.485
BBA_06463,2.94053,4.47456,4.24735,4.22558,4.46545,5.8334,4.46148,5.21932,3.82424,5.79823,6.29326,5.94069
BBA_06464,115.665,105.679,99.1192,134.529,78.7324,149.98,94.9147,97.7567,101.84,89.775,74.5206,62.4873
BBA_06465,282.29,220.884,208.971,293.793,247.724,237.931,212.015,271.713,267.27,200.343,185.681,162.194
BBA_06466,31.4865,27.1686,27.1318,27.7311,29.9277,35.2346,28.2805,28.2629,27.0713,30.0735,26.5386,32.9179
BBA_06467,42.9919,46.3936,39.7345,40.7069,30.5929,36.0579,39.057,43.0294,46.9645,36.1731,41.2471,45.5453
BBA_06468,28.0433,24.1706,26.2151,23.1875,15.8916,38.9873,27.0726,24.1146,23.1463,24.7608,21.8944,20.6544
BBA_06469,122.456,108.858,103.631,109.109,75.8343,110.413,100.139,89.1049,93.411,91.5345,102.755,96.6323
BBA_06470,36.6148,38.5405,42.8013,43.5664,39.8532,31.369,46.8873,37.4334,32.1196,32.4947,34.6818,34.6036
BBA_06471,48.5956,49.4882,46.2524,75.7858,66.9801,106.033,68.5637,66.7012,57.7971,37.6017,31.5796,28.4219
BBA_06472,0,0,0,0,0,0,0,0,0,0,0,0
BBA_06473,0,0,0,0.1549,0.286627,0,0,0.353504,0,0.148143,0.154182,0
BBA_06474,2.97048,3.61958,3.93426,4.23379,6.3267,4.76566,2.46478,4.24306,2.12538,4.32582,2.90779,2.59368
BBA_06475,0.88187,1.3,1.50268,0.777374,1.13175,0.415152,0.396578,1.88955,1.3664,1.87519,0.759401,1.4476
BBA_06476,327.801,356.087,375.033,324.497,316.857,354.314,364.618,340.95,332.421,319.032,342.424,337.914
BBA_06477,44.1249,39.3115,43.4752,38.7672,19.8931,30.1008,28.3013,33.7572,22.7386,29.5138,29.9984,27.7212
BBA_06478,139.385,126.699,112.672,127.835,111.212,116.283,90.2195,101.109,107.046,117.583,96.1311,99.8843
BBA_06479,30.7754,33.0461,31.4234,59.7395,52.2207,83.4609,46.2248,41.0584,29.8179,20.506,18.5607,13.9939
BBA_06480,13.0344,13.8445,13.8281,11.5035,18.1739,23.0765,16.9342,16.2322,15.0508,15.682,13.6576,15.7483
BBA_06481,17.5172,16.8824,15.6131,15.773,16.9172,23.3749,10.5582,15.0937,18.3423,15.0357,20.2993,18.4548
BBA_06482,2.88159,5.66489,2.12169,2.56556,6.87398,1.40702,2.94613,1.70974,3.68172,1.86477,0.955439,2.29171
BBA_06483,19.5124,16.6147,14.6773,13.7088,34.1706,12.4992,25.4024,31.8384,38.1407,38.8229,35.4786,41.1502
BBA_06484,13.5512,14.271,15.8577,13.3311,21.355,17.9375,23.6156,19.0022,17.8886,24.857,24.1457,22.8612
BBA_06485,5.06344,5.29847,4.33016,2.75377,6.63819,3.41943,4.32992,3.12063,2.5889,2.5945,5.17155,3.41801
BBA_06486,9.97447,9.72251,12.9489,9.43774,14.138,13.4035,15.0825,14.6083,13.3205,15.2483,17.29,15.2314
BBA_06487,14.3332,15.1601,15.7646,12.0297,18.3835,17.9688,18.1845,15.3062,13.7083,19.4519,18.7875,15.2279
BBA_06488,0,2.96748,0.540656,0.654706,1.17734,1.1988,0.762294,0.737908,0.737059,0,0.622044,0
BBA_06489,8.26264,5.0977,8.18471,4.92728,3.35678,5.19218,4.40645,4.89276,6.35039,6.27378,11.165,4.45238
BBA_06490,184.191,174.045,160.191,172.55,169.432,133.046,158.449,131.904,177.136,130.213,142.807,119.04
BBA_06491,10.161,12.5019,16.1768,12.7536,18.0239,16.1708,18.9497,17.8826,15.6105,19.2687,19.9082,18.7658
BBA_06492,37.557,40.8697,29.8123,53.0066,45.0284,44.284,35.5136,38.3787,37.9769,33.0516,31.7875,34.9532
BBA_06493,0,0,0.0995484,0,0.109693,0.110016,0.1393,0,0,0.110425,0,0.219099
BBA_06494,0.855083,2.0833,1.92779,1.78999,3.82206,3.63398,2.90076,2.93174,3.06698,3.39534,5.76613,6.92067
BBA_06495,24.9104,24.2063,27.2693,25.3765,27.7374,28.5397,27.3894,26.5138,25.2186,36.3588,38.4552,38.5837
BBA_06496,2.94984,2.96028,2.12843,3.7503,5.59344,2.5452,1.4507,1.25339,1.39177,0.899086,2.51936,1.54271
BBA_06497,448.255,416.831,360.366,311.446,286.613,425.891,345.539,389.811,394.73,414.391,397.418,439.858
BBA_06498,8.19724,7.67313,9.14918,10.2339,9.88654,8.42428,8.43151,9.04502,9.28108,11.8625,11.9584,13.265
BBA_06499,234.992,221.155,203.921,195.57,211.005,205.151,217.992,199.627,196.024,203.663,232.765,231.226
BBA_06500,296.596,281.978,212.733,225.706,215.919,225.154,203.27,233.598,227.48,219.825,230.427,236.763
BBA_06501,51.4708,58.2138,58.4471,57.4399,54.1125,46.5103,45.93,52.6507,48.1235,54.9247,51.9809,56.6209
BBA_06502,8.04504,7.63252,7.81531,9.19846,8.17688,5.85272,8.44778,7.14362,9.10929,8.22306,7.47532,8.34293
BBA_06503,52.4011,47.6497,47.3973,61.6596,40.133,41.5484,37.6471,39.9696,36.6798,35.9982,34.9758,29.5549
BBA_06504,33.8919,36.5785,29.5596,41.6179,49.5534,34.2824,40.8113,31.2115,28.6985,38.4026,33.6166,40.8853
BBA_06505,11.4029,10.5392,15.1622,13.805,19.1718,17.0114,20.6558,16.3819,16.3696,24.1067,24.6742,25.5229
BBA_06506,0.886139,0.473088,1.21273,1.31042,1.48526,1.00551,0.792366,1.65697,0.450442,2.25158,1.04242,1.24165
BBA_06507,17.009,13.0076,10.4099,18.6298,14.0975,13.6126,11.6699,10.5365,13.1899,6.21688,4.78483,2.9089
BBA_06508,151.216,88.9204,89.6153,172.361,97.6917,124.148,111.337,102.327,89.024,71.149,54.1915,48.6328
BBA_06509,13.5717,14.3991,11.7747,28.0309,22.4517,26.6684,15.2362,15.9373,14.3184,4.76631,4.74202,4.1593
BBA_06510,89.2787,85.0139,78.1873,127.435,120.483,191.318,114.901,106.551,83.5732,73.2969,56.2055,54.9329
BBA_06511,101.265,76.9916,89.0326,80.2376,87.8347,83.9876,81.839,79.8456,94.4828,72.7826,71.3144,81.3459
BBA_06512,31.365,35.1461,35.6587,36.6019,42.3972,36.4029,38.4537,36.9366,33.3069,33.2042,35.0525,35.4004
BBA_06513,68.9845,72.7439,74.122,64.1869,78.9193,68.9344,73.8784,66.4609,72.9273,65.1045,73.3935,71.4121
BBA_06514,124.833,120.729,118.759,157.137,99.814,106.95,112.661,104.433,129.618,101.395,85.126,85.4664
BBA_06515,40.9485,51.0365,46.6272,58.3046,51.8183,37.4399,35.7922,28.68,49.5688,28.9592,25.7723,29.0027
BBA_06516,2115.82,4624.39,4868.38,4306.07,3684.64,3334.91,3517.61,3285.84,5218.82,2568.47,2157.85,1317.89
BBA_06517,22.392,16.6762,11.5112,7.63063,11.0277,14.8472,10.6677,17.0048,14.793,14.9448,15.321,15.6451
BBA_06518,20.9226,26.7041,32.887,25.9176,33.0002,32.4646,42.5138,38.4207,32.1506,43.0409,33.587,27.9398
BBA_06519,20.0639,17.7802,13.7648,16.3669,20.3871,14.194,13.6352,18.6002,16.0963,14.168,17.7039,17.223
BBA_06520,3.64614,3.80738,4.08678,1.61219,4.96047,3.13961,3.87364,4.70627,5.62358,5.91559,8.49589,6.55267
BBA_06521,6.50737,6.79642,9.02076,4.68523,5.82761,6.82407,9.58601,8.08312,7.83347,9.87235,11.3152,9.55768
BBA_06522,0.838072,1.614,0.858256,1.09364,0.323375,1.66826,0.412913,1.22878,1.23362,0.977296,0,0.6587
BBA_06523,61.7341,58.3903,67.3583,65.0555,65.9101,63.2834,70.0214,73.2397,65.1688,72.6415,64.9234,73.5883
BBA_06524,21.2237,18.5459,20.1749,18.9069,20.4064,23.3699,21.0482,22.4766,19.5074,22.3069,22.0055,23.2011
BBA_06525,37.0296,36.5081,36.401,54.0752,42.652,43.6904,39.6392,38.3224,37.9591,36.6608,31.0128,28.3922
BBA_06526,1.75775,2.77256,2.8304,2.21287,2.55882,1.73597,1.45264,3.79482,4.19745,1.12742,2.62071,1.11939
BBA_06527,172.958,122.468,163.488,135.283,103.373,180.535,162.404,183.327,150.516,179.937,201.773,151.899
BBA_06528,2.72514,2.13343,2.78613,2.22635,3.14679,3.24171,2.52698,2.77483,3.11603,3.07019,3.27071,3.88708
BBA_06529,14.1523,9.83731,7.63667,5.48755,3.67647,4.91364,4.38337,4.40904,4.20649,10.524,14.3047,5.94038
BBA_06530,43.9955,36.7813,33.5303,25.5773,25.072,22.5777,24.3177,27.8141,33.4541,32.2157,32.8924,34.095
BBA_06531,1497.04,1185.3,1065.13,1461.96,380.308,1255.14,799.405,973.186,743.131,837.564,854.421,558.686
BBA_06532,499.522,380.521,377.126,392.938,46.9215,378.967,202.002,257.079,137.003,311.596,320.712,109.259
BBA_06533,8.32804,6.72598,7.36881,6.11141,8.51426,6.00448,7.71816,8.88827,6.9396,9.37914,9.87521,9.95752
BBA_06534,89.375,85.1555,74.4147,80.3088,86.2357,74.3497,73.2024,73.5815,76.1081,72.9463,81.0721,79.8225
BBA_06535,32.4134,35.1178,30.7874,21.7095,29.6222,26.6306,32.5626,31.4531,34.2193,32.8135,39.2844,32.8222
BBA_06536,0.751276,1.32779,1.522,0.80106,0.978583,0.43724,1.29042,1.06855,0.52973,0.593263,0.912386,1.1761
BBA_06537,31.9413,32.8322,29.4397,29.0931,31.4194,42.1606,31.2102,21.8761,28.0165,28.1703,28.8286,32.2666
BBA_06538,101.468,95.9262,86.8488,84.2525,76.6072,93.4239,75.9115,79.6582,79.6493,71.0324,70.341,61.2785
BBA_06539,28.7774,26.2705,23.4462,26.0311,19.3892,30.4728,18.4944,22.1705,20.2033,23.5567,23.2926,21.5937
BBA_06540,67.1662,106.309,91.4873,83.2536,83.048,65.2869,67.4723,69.2102,99.7327,64.237,60.2706,58.8522
BBA_06541,299.109,300.008,278.221,267.876,252.978,286.036,240.955,242.782,281.493,268.61,246.877,269.014
BBA_06542,21.4952,19.6814,21.9993,25.1634,24.4224,19.152,24.4543,19.4006,20.3391,20.1973,18.6232,19.1876
BBA_06543,67.3341,67.4129,58.2125,70.9267,65.0911,73.1893,57.3101,57.4011,56.628,75.3953,60.5321,61.171
BBA_06544,3.08854,2.78925,3.09538,2.63084,3.7048,3.45707,3.13675,3.20885,2.69086,4.23465,4.58106,4.55582
BBA_06545,409.735,358.113,343.253,450.208,396.265,371.252,327.759,343.748,319.822,342.981,361.642,433.758
BBA_06546,37.7418,49.2584,41.6818,50.7169,42.5809,41.7408,41.1308,39.5643,46.3634,28.3764,36.7569,34.3159
BBA_06547,18.8435,20.6649,24.0612,17.3801,18.878,22.0433,23.747,26.194,22.226,31.0927,32.6663,32.9644
BBA_06548,1.1021,1.29519,2.95471,2.00408,4.20569,2.26053,4.09129,3.29006,2.23194,3.31299,4.66179,5.03874
BBA_06549,12.676,12.6703,15.8873,14.3853,16.8752,16.5007,16.8059,16.2404,15.3718,19.4307,19.5522,18.3708
BBA_06550,128.693,140.655,114.344,131.065,135.898,113.656,102.467,121.132,127.282,153.344,146.185,148.954
