"","gene","gene_ID_robin","cluster"
"1","GQ602_000001","Ophcf2|00001",1
"102","GQ602_000324","Ophcf2|00324",4
"103","GQ602_000325","Ophcf2|00325",2
"104","GQ602_000326","Ophcf2|00326",2
"105","GQ602_000328","Ophcf2|00328",1
"106","GQ602_000330","Ophcf2|00330",2
"107","GQ602_000340","Ophcf2|00340",1
"108","GQ602_000345","Ophcf2|00345",2
"109","GQ602_000346","Ophcf2|00346",2
"110","GQ602_000361","Ophcf2|00361",1
"111","GQ602_000363","Ophcf2|00363",4
"112","GQ602_000364","Ophcf2|00364",4
"113","GQ602_000367","Ophcf2|00367",4
"114","GQ602_000368","Ophcf2|00368",4
"115","GQ602_000369","Ophcf2|00369",2
"116","GQ602_000370","Ophcf2|00370",4
"117","GQ602_000373","Ophcf2|00373",1
"118","GQ602_000374","Ophcf2|00374",3
"119","GQ602_000376","Ophcf2|00376",3
"120","GQ602_000381","Ophcf2|00381",2
"121","GQ602_000382","Ophcf2|00382",1
"122","GQ602_000383","Ophcf2|00383",2
"123","GQ602_000385","Ophcf2|00385",1
"124","GQ602_000386","Ophcf2|00386",1
"125","GQ602_000388","Ophcf2|00388",3
"126","GQ602_000389","Ophcf2|00389",4
"127","GQ602_000393","Ophcf2|00393",3
"128","GQ602_000395","Ophcf2|00395",1
"129","GQ602_000398","Ophcf2|00398",4
"130","GQ602_000405","Ophcf2|00405",1
"131","GQ602_000411","Ophcf2|00411",2
"132","GQ602_000414","Ophcf2|00414",1
"133","GQ602_000416","Ophcf2|00416",4
"134","GQ602_000417","Ophcf2|00417",3
"135","GQ602_000422","Ophcf2|00422",4
"136","GQ602_000426","Ophcf2|00426",2
"137","GQ602_000428","Ophcf2|00428",1
"138","GQ602_000431","Ophcf2|00431",4
"139","GQ602_000438","Ophcf2|00438",1
"140","GQ602_000447","Ophcf2|00447",1
"141","GQ602_000448","Ophcf2|00448",1
"142","GQ602_000452","Ophcf2|00452",1
"143","GQ602_000457","Ophcf2|00457",1
"144","GQ602_000467","Ophcf2|00467",3
"145","GQ602_000470","Ophcf2|00470",2
"146","GQ602_000471","Ophcf2|00471",2
"147","GQ602_000475","Ophcf2|00475",2
"148","GQ602_000480","Ophcf2|00480",4
"149","GQ602_000483","Ophcf2|00483",4
"150","GQ602_000485","Ophcf2|00485",4
"151","GQ602_000488","Ophcf2|00488",1
"152","GQ602_000497","Ophcf2|00497",4
"153","GQ602_000498","Ophcf2|00498",2
"154","GQ602_000503","Ophcf2|00503",3
"155","GQ602_000507","Ophcf2|00507",3
"156","GQ602_000508","Ophcf2|00508",4
"157","GQ602_000511","Ophcf2|00511",2
"158","GQ602_000525","Ophcf2|00525",1
"159","GQ602_000528","Ophcf2|00528",2
"160","GQ602_000529","Ophcf2|00529",4
"161","GQ602_000534","Ophcf2|00534",4
"162","GQ602_000542","Ophcf2|00542",1
"163","GQ602_000547","Ophcf2|00547",4
"164","GQ602_000548","Ophcf2|00548",3
"165","GQ602_000551","Ophcf2|00551",4
"166","GQ602_000553","Ophcf2|00553",2
"167","GQ602_000558","Ophcf2|00558",4
"168","GQ602_000563","Ophcf2|00563",1
"169","GQ602_000569","Ophcf2|00569",4
"170","GQ602_000570","Ophcf2|00570",1
"171","GQ602_000574","Ophcf2|00574",4
"172","GQ602_000576","Ophcf2|00576",2
"173","GQ602_000578","Ophcf2|00578",3
"174","GQ602_000581","Ophcf2|00581",1
"175","GQ602_000583","Ophcf2|00583",1
"176","GQ602_000584","Ophcf2|00584",3
"177","GQ602_000587","Ophcf2|00587",4
"178","GQ602_000592","Ophcf2|00592",4
"179","GQ602_000597","Ophcf2|00597",4
"180","GQ602_000600","Ophcf2|00600",1
"181","GQ602_000602","Ophcf2|00602",4
"182","GQ602_000604","Ophcf2|00604",1
"183","GQ602_000605","Ophcf2|00605",4
"184","GQ602_000607","Ophcf2|00607",4
"185","GQ602_000609","Ophcf2|00609",2
"186","GQ602_000610","Ophcf2|00610",4
"187","GQ602_000615","Ophcf2|00615",4
"188","GQ602_000616","Ophcf2|00616",1
"189","GQ602_000617","Ophcf2|00617",2
"190","GQ602_000629","Ophcf2|00629",4
"191","GQ602_000630","Ophcf2|00630",1
"192","GQ602_000633","Ophcf2|00633",4
"193","GQ602_000636","Ophcf2|00636",4
"194","GQ602_000642","Ophcf2|00642",4
"195","GQ602_000644","Ophcf2|00644",1
"196","GQ602_000645","Ophcf2|00645",1
"197","GQ602_000648","Ophcf2|00648",1
"198","GQ602_000649","Ophcf2|00649",2
"199","GQ602_000650","Ophcf2|00650",1
"200","GQ602_000652","Ophcf2|00652",1
"201","GQ602_000655","Ophcf2|00655",2
"202","GQ602_000657","Ophcf2|00657",1
"203","GQ602_000658","Ophcf2|00658",2
"204","GQ602_000659","Ophcf2|00659",1
"205","GQ602_000660","Ophcf2|00660",4
"206","GQ602_000661","Ophcf2|00661",2
"207","GQ602_000672","Ophcf2|00672",1
"208","GQ602_000681","Ophcf2|00681",1
"209","GQ602_000682","Ophcf2|00682",2
"210","GQ602_000683","Ophcf2|00683",3
"211","GQ602_000685","Ophcf2|00685",4
"212","GQ602_000688","Ophcf2|00688",3
"213","GQ602_000695","Ophcf2|00695",2
"214","GQ602_000696","Ophcf2|00696",2
"215","GQ602_000697","Ophcf2|00697",4
"216","GQ602_000698","Ophcf2|00698",4
"217","GQ602_000700","Ophcf2|00700",1
"218","GQ602_000701","Ophcf2|00701",1
"219","GQ602_000703","Ophcf2|00703",1
"220","GQ602_000704","Ophcf2|00704",3
"221","GQ602_000707","Ophcf2|00707",3
"222","GQ602_000718","Ophcf2|00718",2
"223","GQ602_000723","Ophcf2|00723",1
"224","GQ602_000729","Ophcf2|00729",3
"225","GQ602_000732","Ophcf2|00732",4
"226","GQ602_000734","Ophcf2|00734",3
"227","GQ602_000736","Ophcf2|00736",1
"228","GQ602_000737","Ophcf2|00737",1
"229","GQ602_000740","Ophcf2|00740",4
"230","GQ602_000741","Ophcf2|00741",1
"231","GQ602_000742","Ophcf2|00742",3
"232","GQ602_000745","Ophcf2|00745",1
"233","GQ602_000746","Ophcf2|00746",1
"234","GQ602_000747","Ophcf2|00747",4
"235","GQ602_000750","Ophcf2|00750",3
"236","GQ602_000751","Ophcf2|00751",3
"237","GQ602_000759","Ophcf2|00759",3
"238","GQ602_000761","Ophcf2|00761",1
"239","GQ602_000763","Ophcf2|00763",4
"240","GQ602_000765","Ophcf2|00765",1
"241","GQ602_000768","Ophcf2|00768",2
"242","GQ602_000769","Ophcf2|00769",2
"243","GQ602_000773","Ophcf2|00773",1
"244","GQ602_000775","Ophcf2|00775",1
"245","GQ602_000779","Ophcf2|00779",1
"246","GQ602_000785","Ophcf2|00785",1
"247","GQ602_000791","Ophcf2|00791",1
"248","GQ602_000794","Ophcf2|00794",2
"249","GQ602_000797","Ophcf2|00797",1
"250","GQ602_000800","Ophcf2|00800",2
"251","GQ602_000806","Ophcf2|00806",3
"252","GQ602_000808","Ophcf2|00808",1
"253","GQ602_000809","Ophcf2|00809",1
"254","GQ602_000811","Ophcf2|00811",3
"255","GQ602_000816","Ophcf2|00816",3
"256","GQ602_000817","Ophcf2|00817",4
"257","GQ602_000820","Ophcf2|00820",4
"258","GQ602_000821","Ophcf2|00821",4
"259","GQ602_000824","Ophcf2|00824",4
"260","GQ602_000825","Ophcf2|00825",2
"261","GQ602_000827","Ophcf2|00827",4
"262","GQ602_000831","Ophcf2|00831",4
"263","GQ602_000834","Ophcf2|00834",4
"264","GQ602_000836","Ophcf2|00836",1
"265","GQ602_000841","Ophcf2|00841",1
"266","GQ602_000846","Ophcf2|00846",2
"267","GQ602_000847","Ophcf2|00847",1
"268","GQ602_000848","Ophcf2|00848",1
"269","GQ602_000850","Ophcf2|00850",1
"270","GQ602_000852","Ophcf2|00852",1
"271","GQ602_000861","Ophcf2|00861",4
"272","GQ602_000862","Ophcf2|00862",2
"273","GQ602_000863","Ophcf2|00863",2
"274","GQ602_000866","Ophcf2|00866",2
"275","GQ602_000867","Ophcf2|00867",2
"276","GQ602_000868","Ophcf2|00868",3
"277","GQ602_000870","Ophcf2|00870",1
"278","GQ602_000875","Ophcf2|00875",4
"279","GQ602_000878","Ophcf2|00878",3
"280","GQ602_000879","Ophcf2|00879",3
"281","GQ602_000883","Ophcf2|00883",1
"282","GQ602_000885","Ophcf2|00885",1
"283","GQ602_000887","Ophcf2|00887",4
"284","GQ602_000888","Ophcf2|00888",1
"285","GQ602_000890","Ophcf2|00890",1
"286","GQ602_000891","Ophcf2|00891",1
"287","GQ602_000892","Ophcf2|00892",2
"288","GQ602_000901","Ophcf2|00901",3
"289","GQ602_000904","Ophcf2|00904",1
"290","GQ602_000906","Ophcf2|00906",1
"291","GQ602_000907","Ophcf2|00907",1
"292","GQ602_000908","Ophcf2|00908",1
"293","GQ602_000911","Ophcf2|00911",4
"294","GQ602_000914","Ophcf2|00914",2
"295","GQ602_000915","Ophcf2|00915",2
"296","GQ602_000916","Ophcf2|00916",1
"297","GQ602_000917","Ophcf2|00917",1
"298","GQ602_000921","Ophcf2|00921",2
"299","GQ602_000922","Ophcf2|00922",1
"300","GQ602_000923","Ophcf2|00923",1
"301","GQ602_000925","Ophcf2|00925",4
"302","GQ602_000927","Ophcf2|00927",1
"303","GQ602_000928","Ophcf2|00928",2
"304","GQ602_000931","Ophcf2|00931",2
"305","GQ602_000932","Ophcf2|00932",2
"306","GQ602_000934","Ophcf2|00934",4
"307","GQ602_000936","Ophcf2|00936",1
"308","GQ602_000937","Ophcf2|00937",4
"309","GQ602_000938","Ophcf2|00938",2
"310","GQ602_000939","Ophcf2|00939",2
"311","GQ602_000946","Ophcf2|00946",1
"312","GQ602_000948","Ophcf2|00948",1
"313","GQ602_000951","Ophcf2|00951",3
"314","GQ602_000955","Ophcf2|00955",1
"315","GQ602_000956","Ophcf2|00956",4
"316","GQ602_000958","Ophcf2|00958",3
"317","GQ602_000959","Ophcf2|00959",1
"318","GQ602_000962","Ophcf2|00962",1
"319","GQ602_000964","Ophcf2|00964",1
"320","GQ602_000965","Ophcf2|00965",2
"321","GQ602_000980","Ophcf2|00980",3
"322","GQ602_000983","Ophcf2|00983",1
"323","GQ602_000984","Ophcf2|00984",4
"324","GQ602_000985","Ophcf2|00985",1
"325","GQ602_000987","Ophcf2|00987",1
"326","GQ602_000994","Ophcf2|00994",4
"327","GQ602_000996","Ophcf2|00996",4
"328","GQ602_001006","Ophcf2|01006",4
"329","GQ602_001016","Ophcf2|01016",1
"330","GQ602_001017","Ophcf2|01017",1
"331","GQ602_001019","Ophcf2|01019",1
"332","GQ602_001020","Ophcf2|01020",4
"333","GQ602_001022","Ophcf2|01022",2
"334","GQ602_001023","Ophcf2|01023",4
"335","GQ602_001029","Ophcf2|01029",1
"336","GQ602_001033","Ophcf2|01033",1
"337","GQ602_001034","Ophcf2|01034",1
"338","GQ602_001040","Ophcf2|01040",1
"339","GQ602_001043","Ophcf2|01043",4
"340","GQ602_001044","Ophcf2|01044",2
"341","GQ602_001047","Ophcf2|01047",1
"342","GQ602_001059","Ophcf2|01059",1
"343","GQ602_001060","Ophcf2|01060",1
"344","GQ602_001067","Ophcf2|01067",3
"345","GQ602_001068","Ophcf2|01068",3
"346","GQ602_001080","Ophcf2|01080",4
"347","GQ602_001084","Ophcf2|01084",2
"348","GQ602_001085","Ophcf2|01085",2
"349","GQ602_001087","Ophcf2|01087",2
"350","GQ602_001091","Ophcf2|01091",2
"351","GQ602_001093","Ophcf2|01093",2
"352","GQ602_001095","Ophcf2|01095",4
"353","GQ602_001100","Ophcf2|01100",4
"354","GQ602_001101","Ophcf2|01101",4
"355","GQ602_001102","Ophcf2|01102",4
"356","GQ602_001103","Ophcf2|01103",1
"357","GQ602_001104","Ophcf2|01104",4
"358","GQ602_001109","Ophcf2|01109",1
"359","GQ602_001110","Ophcf2|01110",1
"360","GQ602_001112","Ophcf2|01112",4
"361","GQ602_001113","Ophcf2|01113",4
"362","GQ602_001116","Ophcf2|01116",1
"363","GQ602_001117","Ophcf2|01117",2
"364","GQ602_001119","Ophcf2|01119",1
"365","GQ602_001120","Ophcf2|01120",1
"366","GQ602_001122","Ophcf2|01122",1
"367","GQ602_001128","Ophcf2|01128",2
"368","GQ602_001137","Ophcf2|01137",1
"369","GQ602_001138","Ophcf2|01138",2
"370","GQ602_001143","Ophcf2|01143",1
"371","GQ602_001144","Ophcf2|01144",4
"372","GQ602_001146","Ophcf2|01146",2
"373","GQ602_001147","Ophcf2|01147",2
"374","GQ602_001149","Ophcf2|01149",4
"375","GQ602_001156","Ophcf2|01156",2
"376","GQ602_001160","Ophcf2|01160",1
"377","GQ602_001162","Ophcf2|01162",1
"378","GQ602_001163","Ophcf2|01163",1
"379","GQ602_001165","Ophcf2|01165",4
"380","GQ602_001166","Ophcf2|01166",1
"381","GQ602_001170","Ophcf2|01170",1
"382","GQ602_001172","Ophcf2|01172",1
"383","GQ602_001173","Ophcf2|01173",1
"384","GQ602_001181","Ophcf2|01181",3
"385","GQ602_001186","Ophcf2|01186",3
"386","GQ602_001187","Ophcf2|01187",3
"387","GQ602_001191","Ophcf2|01191",1
"388","GQ602_001193","Ophcf2|01193",1
"389","GQ602_001204","Ophcf2|01204",4
"390","GQ602_001209","Ophcf2|01209",4
"391","GQ602_001211","Ophcf2|01211",3
"392","GQ602_001217","Ophcf2|01217",2
"393","GQ602_001223","Ophcf2|01223",2
"394","GQ602_001226","Ophcf2|01226",4
"395","GQ602_001234","Ophcf2|01234",4
"396","GQ602_001237","Ophcf2|01237",3
"397","GQ602_001240","Ophcf2|01240",1
"398","GQ602_001247","Ophcf2|01247",1
"399","GQ602_001258","Ophcf2|01258",4
"400","GQ602_001262","Ophcf2|01262",1
"401","GQ602_001265","Ophcf2|01265",4
"402","GQ602_001267","Ophcf2|01267",2
"403","GQ602_001275","Ophcf2|01275",1
"404","GQ602_001279","Ophcf2|01279",4
"405","GQ602_001280","Ophcf2|01280",4
"406","GQ602_001281","Ophcf2|01281",1
"407","GQ602_001285","Ophcf2|01285",1
"408","GQ602_001286","Ophcf2|01286",1
"409","GQ602_001291","Ophcf2|01291",1
"410","GQ602_001303","Ophcf2|01303",1
"411","GQ602_001305","Ophcf2|01305",1
"412","GQ602_001315","Ophcf2|01315",4
"413","GQ602_001317","Ophcf2|01317",1
"414","GQ602_001323","Ophcf2|01323",4
"415","GQ602_001324","Ophcf2|01324",3
"416","GQ602_001325","Ophcf2|01325",1
"417","GQ602_001326","Ophcf2|01326",2
"418","GQ602_001333","Ophcf2|01333",1
"419","GQ602_001334","Ophcf2|01334",1
"420","GQ602_001337","Ophcf2|01337",1
"421","GQ602_001339","Ophcf2|01339",2
"422","GQ602_001343","Ophcf2|01343",1
"423","GQ602_001344","Ophcf2|01344",4
"424","GQ602_001345","Ophcf2|01345",4
"425","GQ602_001348","Ophcf2|01348",1
"426","GQ602_001350","Ophcf2|01350",3
"427","GQ602_001351","Ophcf2|01351",1
"428","GQ602_001355","Ophcf2|01355",3
"429","GQ602_001356","Ophcf2|01356",1
"430","GQ602_001362","Ophcf2|01362",1
"431","GQ602_001372","Ophcf2|01372",4
"432","GQ602_001375","Ophcf2|01375",3
"433","GQ602_001376","Ophcf2|01376",3
"434","GQ602_001377","Ophcf2|01377",1
"435","GQ602_001380","Ophcf2|01380",4
"436","GQ602_001384","Ophcf2|01384",3
"437","GQ602_001390","Ophcf2|01390",3
"438","GQ602_001393","Ophcf2|01393",1
"439","GQ602_001397","Ophcf2|01397",2
"440","GQ602_001398","Ophcf2|01398",1
"441","GQ602_001420","Ophcf2|01420",2
"442","GQ602_001430","Ophcf2|01430",2
"443","GQ602_001444","Ophcf2|01444",1
"444","GQ602_001447","Ophcf2|01447",1
"445","GQ602_001448","Ophcf2|01448",3
"446","GQ602_001451","Ophcf2|01451",3
"447","GQ602_001454","Ophcf2|01454",1
"448","GQ602_001455","Ophcf2|01455",3
"449","GQ602_001456","Ophcf2|01456",4
"450","GQ602_001459","Ophcf2|01459",1
"451","GQ602_001460","Ophcf2|01460",3
"452","GQ602_001463","Ophcf2|01463",4
"453","GQ602_001464","Ophcf2|01464",2
"454","GQ602_001465","Ophcf2|01465",4
"455","GQ602_001471","Ophcf2|01471",3
"456","GQ602_001472","Ophcf2|01472",3
"457","GQ602_001473","Ophcf2|01473",2
"458","GQ602_001476","Ophcf2|01476",2
"459","GQ602_001479","Ophcf2|01479",4
"460","GQ602_001480","Ophcf2|01480",4
"461","GQ602_001481","Ophcf2|01481",4
"462","GQ602_001484","Ophcf2|01484",3
"463","GQ602_001489","Ophcf2|01489",1
"464","GQ602_001493","Ophcf2|01493",1
"465","GQ602_001496","Ophcf2|01496",2
"466","GQ602_001499","Ophcf2|01499",3
"467","GQ602_001501","Ophcf2|01501",2
"468","GQ602_001508","Ophcf2|01508",4
"469","GQ602_001511","Ophcf2|01511",2
"470","GQ602_001513","Ophcf2|01513",1
"471","GQ602_001517","Ophcf2|01517",3
"472","GQ602_001520","Ophcf2|01520",1
"473","GQ602_001522","Ophcf2|01522",3
"474","GQ602_001528","Ophcf2|01528",3
"475","GQ602_001530","Ophcf2|01530",4
"476","GQ602_001531","Ophcf2|01531",3
"477","GQ602_001535","Ophcf2|01535",1
"478","GQ602_001540","Ophcf2|01540",3
"479","GQ602_001541","Ophcf2|01541",2
"480","GQ602_001554","Ophcf2|01554",2
"481","GQ602_001558","Ophcf2|01558",2
"482","GQ602_001561","Ophcf2|01561",1
"483","GQ602_001565","Ophcf2|01565",3
"484","GQ602_001571","Ophcf2|01571",1
"485","GQ602_001572","Ophcf2|01572",1
"486","GQ602_001574","Ophcf2|01574",1
"487","GQ602_001577","Ophcf2|01577",4
"488","GQ602_001581","Ophcf2|01581",4
"489","GQ602_001582","Ophcf2|01582",4
"490","GQ602_001585","Ophcf2|01585",1
"491","GQ602_001586","Ophcf2|01586",1
"492","GQ602_001587","Ophcf2|01587",1
"493","GQ602_001588","Ophcf2|01588",3
"494","GQ602_001589","Ophcf2|01589",1
"495","GQ602_001590","Ophcf2|01590",2
"496","GQ602_001593","Ophcf2|01593",1
"497","GQ602_001594","Ophcf2|01594",4
"498","GQ602_001599","Ophcf2|01599",3
"499","GQ602_001608","Ophcf2|01608",1
"500","GQ602_001613","Ophcf2|01613",4
"501","GQ602_001615","Ophcf2|01615",3
"502","GQ602_001616","Ophcf2|01616",3
"503","GQ602_001617","Ophcf2|01617",4
"504","GQ602_001618","Ophcf2|01618",3
"505","GQ602_001620","Ophcf2|01620",1
"506","GQ602_001622","Ophcf2|01622",4
"507","GQ602_001625","Ophcf2|01625",2
"508","GQ602_001628","Ophcf2|01628",3
"509","GQ602_001630","Ophcf2|01630",2
"510","GQ602_001631","Ophcf2|01631",4
"511","GQ602_001636","Ophcf2|01636",1
"512","GQ602_001640","Ophcf2|01640",3
"513","GQ602_001642","Ophcf2|01642",2
"514","GQ602_001644","Ophcf2|01644",3
"515","GQ602_001647","Ophcf2|01647",1
"516","GQ602_001649","Ophcf2|01649",2
"517","GQ602_001653","Ophcf2|01653",4
"518","GQ602_001658","Ophcf2|01658",2
"519","GQ602_001661","Ophcf2|01661",3
"520","GQ602_001663","Ophcf2|01663",2
"521","GQ602_001664","Ophcf2|01664",2
"522","GQ602_001669","Ophcf2|01669",2
"523","GQ602_001676","Ophcf2|01676",1
"524","GQ602_001677","Ophcf2|01677",4
"525","GQ602_001681","Ophcf2|01681",4
"526","GQ602_001684","Ophcf2|01684",1
"527","GQ602_001689","Ophcf2|01689",3
"528","GQ602_001690","Ophcf2|01690",4
"529","GQ602_001693","Ophcf2|01693",2
"530","GQ602_001694","Ophcf2|01694",2
"531","GQ602_001696","Ophcf2|01696",4
"532","GQ602_001699","Ophcf2|01699",2
"533","GQ602_001701","Ophcf2|01701",4
"534","GQ602_001706","Ophcf2|01706",4
"535","GQ602_001707","Ophcf2|01707",1
"536","GQ602_001709","Ophcf2|01709",1
"537","GQ602_001710","Ophcf2|01710",4
"538","GQ602_001713","Ophcf2|01713",1
"539","GQ602_001717","Ophcf2|01717",2
"540","GQ602_001719","Ophcf2|01719",2
"541","GQ602_001728","Ophcf2|01728",2
"542","GQ602_001729","Ophcf2|01729",2
"543","GQ602_001732","Ophcf2|01732",1
"544","GQ602_001733","Ophcf2|01733",1
"545","GQ602_001737","Ophcf2|01737",3
"546","GQ602_001738","Ophcf2|01738",1
"547","GQ602_001741","Ophcf2|01741",4
"548","GQ602_001742","Ophcf2|01742",4
"549","GQ602_001744","Ophcf2|01744",1
"550","GQ602_001748","Ophcf2|01748",1
"551","GQ602_001749","Ophcf2|01749",1
"552","GQ602_001750","Ophcf2|01750",1
"553","GQ602_001753","Ophcf2|01753",1
"554","GQ602_001755","Ophcf2|01755",4
"555","GQ602_001756","Ophcf2|01756",1
"556","GQ602_001764","Ophcf2|01764",4
"557","GQ602_001773","Ophcf2|01773",1
"558","GQ602_001775","Ophcf2|01775",1
"559","GQ602_001776","Ophcf2|01776",4
"560","GQ602_001777","Ophcf2|01777",4
"561","GQ602_001778","Ophcf2|01778",1
"562","GQ602_001779","Ophcf2|01779",3
"563","GQ602_001785","Ophcf2|01785",1
"564","GQ602_001787","Ophcf2|01787",4
"565","GQ602_001788","Ophcf2|01788",1
"566","GQ602_001789","Ophcf2|01789",4
"567","GQ602_001790","Ophcf2|01790",1
"568","GQ602_001797","Ophcf2|01797",4
"569","GQ602_001798","Ophcf2|01798",1
"570","GQ602_001800","Ophcf2|01800",3
"571","GQ602_001801","Ophcf2|01801",3
"572","GQ602_001804","Ophcf2|01804",2
"573","GQ602_001805","Ophcf2|01805",3
"574","GQ602_001806","Ophcf2|01806",1
"575","GQ602_001808","Ophcf2|01808",4
"576","GQ602_001809","Ophcf2|01809",4
"577","GQ602_001810","Ophcf2|01810",2
"578","GQ602_001815","Ophcf2|01815",2
"579","GQ602_001817","Ophcf2|01817",4
"580","GQ602_001818","Ophcf2|01818",4
"581","GQ602_001821","Ophcf2|01821",4
"582","GQ602_001825","Ophcf2|01825",1
"583","GQ602_001827","Ophcf2|01827",1
"584","GQ602_001828","Ophcf2|01828",1
"585","GQ602_001829","Ophcf2|01829",3
"586","GQ602_001830","Ophcf2|01830",4
"587","GQ602_001837","Ophcf2|01837",2
"588","GQ602_001838","Ophcf2|01838",1
"589","GQ602_001839","Ophcf2|01839",2
"590","GQ602_001841","Ophcf2|01841",1
"591","GQ602_001843","Ophcf2|01843",4
"592","GQ602_001845","Ophcf2|01845",3
"593","GQ602_001849","Ophcf2|01849",1
"594","GQ602_001855","Ophcf2|01855",4
"595","GQ602_001856","Ophcf2|01856",1
"596","GQ602_001857","Ophcf2|01857",3
"597","GQ602_001858","Ophcf2|01858",3
"598","GQ602_001859","Ophcf2|01859",4
"599","GQ602_001861","Ophcf2|01861",2
"600","GQ602_001865","Ophcf2|01865",4
"601","GQ602_001868","Ophcf2|01868",4
"602","GQ602_001878","Ophcf2|01878",1
"603","GQ602_001885","Ophcf2|01885",3
"604","GQ602_001886","Ophcf2|01886",4
"605","GQ602_001887","Ophcf2|01887",4
"606","GQ602_001889","Ophcf2|01889",3
