"","gene","gene_ID_robin","cluster"
"1","GQ602_000001","Ophcf2|00001",1
"1785","GQ602_005796","Ophcf2|05796",4
"1786","GQ602_005800","Ophcf2|05800",4
"1787","GQ602_005801","Ophcf2|05801",3
"1788","GQ602_005813","Ophcf2|05813",4
"1789","GQ602_005816","Ophcf2|05816",1
"1790","GQ602_005822","Ophcf2|05822",3
"1791","GQ602_005826","Ophcf2|05826",3
"1792","GQ602_005827","Ophcf2|05827",3
"1793","GQ602_005828","Ophcf2|05828",1
"1794","GQ602_005830","Ophcf2|05830",4
"1795","GQ602_005832","Ophcf2|05832",2
"1796","GQ602_005838","Ophcf2|05838",2
"1797","GQ602_005840","Ophcf2|05840",4
"1798","GQ602_005841","Ophcf2|05841",3
"1799","GQ602_005847","Ophcf2|05847",4
"1800","GQ602_005851","Ophcf2|05851",3
"1801","GQ602_005855","Ophcf2|05855",4
"1802","GQ602_005857","Ophcf2|05857",3
"1803","GQ602_005859","Ophcf2|05859",4
"1804","GQ602_005884","Ophcf2|05884",1
"1805","GQ602_005886","Ophcf2|05886",2
"1806","GQ602_005887","Ophcf2|05887",3
"1807","GQ602_005895","Ophcf2|05895",3
"1808","GQ602_005896","Ophcf2|05896",3
"1809","GQ602_005901","Ophcf2|05901",2
"1810","GQ602_005903","Ophcf2|05903",1
"1811","GQ602_005907","Ophcf2|05907",1
"1812","GQ602_005911","Ophcf2|05911",2
"1813","GQ602_005914","Ophcf2|05914",2
"1814","GQ602_005915","Ophcf2|05915",2
"1815","GQ602_005917","Ophcf2|05917",1
"1816","GQ602_005918","Ophcf2|05918",1
"1817","GQ602_005919","Ophcf2|05919",4
"1818","GQ602_005934","Ophcf2|05934",1
"1819","GQ602_005937","Ophcf2|05937",1
"1820","GQ602_005938","Ophcf2|05938",1
"1821","GQ602_005940","Ophcf2|05940",1
"1822","GQ602_005947","Ophcf2|05947",1
"1823","GQ602_005955","Ophcf2|05955",2
"1824","GQ602_005957","Ophcf2|05957",2
"1825","GQ602_005963","Ophcf2|05963",2
"1826","GQ602_005965","Ophcf2|05965",4
"1827","GQ602_005966","Ophcf2|05966",3
"1828","GQ602_005969","Ophcf2|05969",2
"1829","GQ602_005970","Ophcf2|05970",2
"1830","GQ602_005971","Ophcf2|05971",4
"1831","GQ602_005972","Ophcf2|05972",3
"1832","GQ602_005974","Ophcf2|05974",2
"1833","GQ602_005976","Ophcf2|05976",2
"1834","GQ602_005978","Ophcf2|05978",2
"1835","GQ602_005984","Ophcf2|05984",4
"1836","GQ602_005988","Ophcf2|05988",3
"1837","GQ602_005994","Ophcf2|05994",4
"1838","GQ602_005995","Ophcf2|05995",2
"1839","GQ602_005999","Ophcf2|05999",3
"1840","GQ602_006001","Ophcf2|06001",3
"1841","GQ602_006009","Ophcf2|06009",4
"1842","GQ602_006012","Ophcf2|06012",1
"1843","GQ602_006013","Ophcf2|06013",1
"1844","GQ602_006016","Ophcf2|06016",1
"1845","GQ602_006022","Ophcf2|06022",4
"1846","GQ602_006023","Ophcf2|06023",1
"1847","GQ602_006024","Ophcf2|06024",2
"1848","GQ602_006026","Ophcf2|06026",1
"1849","GQ602_006028","Ophcf2|06028",1
"1850","GQ602_006034","Ophcf2|06034",4
"1851","GQ602_006035","Ophcf2|06035",1
"1852","GQ602_006037","Ophcf2|06037",4
"1853","GQ602_006038","Ophcf2|06038",4
"1854","GQ602_006040","Ophcf2|06040",1
"1855","GQ602_006041","Ophcf2|06041",1
"1856","GQ602_006042","Ophcf2|06042",1
"1857","GQ602_006045","Ophcf2|06045",4
"1858","GQ602_006049","Ophcf2|06049",1
"1859","GQ602_006050","Ophcf2|06050",2
"1860","GQ602_006054","Ophcf2|06054",1
"1861","GQ602_006056","Ophcf2|06056",3
"1862","GQ602_006057","Ophcf2|06057",3
"1863","GQ602_006068","Ophcf2|06068",4
"1864","GQ602_006070","Ophcf2|06070",1
"1865","GQ602_006071","Ophcf2|06071",1
"1866","GQ602_006076","Ophcf2|06076",4
"1867","GQ602_006078","Ophcf2|06078",4
"1868","GQ602_006083","Ophcf2|06083",1
"1869","GQ602_006089","Ophcf2|06089",4
"1870","GQ602_006092","Ophcf2|06092",3
"1871","GQ602_006093","Ophcf2|06093",3
"1872","GQ602_006094","Ophcf2|06094",4
"1873","GQ602_006095","Ophcf2|06095",1
"1874","GQ602_006097","Ophcf2|06097",1
"1875","GQ602_006099","Ophcf2|06099",2
"1876","GQ602_006102","Ophcf2|06102",1
"1877","GQ602_006103","Ophcf2|06103",2
"1878","GQ602_006104","Ophcf2|06104",4
"1879","GQ602_006105","Ophcf2|06105",4
"1880","GQ602_006106","Ophcf2|06106",1
"1881","GQ602_006109","Ophcf2|06109",4
"1882","GQ602_006110","Ophcf2|06110",2
"1883","GQ602_006118","Ophcf2|06118",1
"1884","GQ602_006122","Ophcf2|06122",1
"1885","GQ602_006125","Ophcf2|06125",2
"1886","GQ602_006127","Ophcf2|06127",2
"1887","GQ602_006130","Ophcf2|06130",3
"1888","GQ602_006132","Ophcf2|06132",4
"1889","GQ602_006133","Ophcf2|06133",4
"1890","GQ602_006138","Ophcf2|06138",4
"1891","GQ602_006139","Ophcf2|06139",4
"1892","GQ602_006140","Ophcf2|06140",1
"1893","GQ602_006141","Ophcf2|06141",4
"1894","GQ602_006148","Ophcf2|06148",3
"1895","GQ602_006150","Ophcf2|06150",3
"1896","GQ602_006152","Ophcf2|06152",1
"1897","GQ602_006156","Ophcf2|06156",2
"1898","GQ602_006158","Ophcf2|06158",4
"1899","GQ602_006162","Ophcf2|06162",4
"1900","GQ602_006164","Ophcf2|06164",4
"1901","GQ602_006168","Ophcf2|06168",1
"1902","GQ602_006174","Ophcf2|06174",3
"1903","GQ602_006179","Ophcf2|06179",1
"1904","GQ602_006183","Ophcf2|06183",2
"1905","GQ602_006185","Ophcf2|06185",2
"1906","GQ602_006192","Ophcf2|06192",1
"1907","GQ602_006193","Ophcf2|06193",1
"1908","GQ602_006194","Ophcf2|06194",4
"1909","GQ602_006197","Ophcf2|06197",2
"1910","GQ602_006200","Ophcf2|06200",4
"1911","GQ602_006208","Ophcf2|06208",1
"1912","GQ602_006212","Ophcf2|06212",4
"1913","GQ602_006219","Ophcf2|06219",4
"1914","GQ602_006220","Ophcf2|06220",3
"1915","GQ602_006225","Ophcf2|06225",2
"1916","GQ602_006229","Ophcf2|06229",1
"1917","GQ602_006230","Ophcf2|06230",3
"1918","GQ602_006231","Ophcf2|06231",3
"1919","GQ602_006232","Ophcf2|06232",3
"1920","GQ602_006245","Ophcf2|06245",4
"1921","GQ602_006250","Ophcf2|06250",4
"1922","GQ602_006254","Ophcf2|06254",1
"1923","GQ602_006259","Ophcf2|06259",2
"1924","GQ602_006261","Ophcf2|06261",3
"1925","GQ602_006264","Ophcf2|06264",1
"1926","GQ602_006267","Ophcf2|06267",4
"1927","GQ602_006271","Ophcf2|06271",3
"1928","GQ602_006273","Ophcf2|06273",1
"1929","GQ602_006274","Ophcf2|06274",4
"1930","GQ602_006277","Ophcf2|06277",1
"1931","GQ602_006283","Ophcf2|06283",3
"1932","GQ602_006284","Ophcf2|06284",4
"1933","GQ602_006287","Ophcf2|06287",3
"1934","GQ602_006289","Ophcf2|06289",3
"1935","GQ602_006292","Ophcf2|06292",3
"1936","GQ602_006294","Ophcf2|06294",1
"1937","GQ602_006299","Ophcf2|06299",2
"1938","GQ602_006300","Ophcf2|06300",2
"1939","GQ602_006305","Ophcf2|06305",4
"1940","GQ602_006308","Ophcf2|06308",2
"1941","GQ602_006312","Ophcf2|06312",2
"1942","GQ602_006315","Ophcf2|06315",2
"1943","GQ602_006316","Ophcf2|06316",4
"1944","GQ602_006318","Ophcf2|06318",1
"1945","GQ602_006319","Ophcf2|06319",1
"1946","GQ602_006320","Ophcf2|06320",2
"1947","GQ602_006321","Ophcf2|06321",4
"1948","GQ602_006322","Ophcf2|06322",4
"1949","GQ602_006326","Ophcf2|06326",4
"1950","GQ602_006328","Ophcf2|06328",4
"1951","GQ602_006335","Ophcf2|06335",4
"1952","GQ602_006336","Ophcf2|06336",4
"1953","GQ602_006337","Ophcf2|06337",1
"1954","GQ602_006352","Ophcf2|06352",1
"1955","GQ602_006355","Ophcf2|06355",3
"1956","GQ602_006356","Ophcf2|06356",3
"1957","GQ602_006357","Ophcf2|06357",3
"1958","GQ602_006359","Ophcf2|06359",4
"1959","GQ602_006360","Ophcf2|06360",4
"1960","GQ602_006361","Ophcf2|06361",3
"1961","GQ602_006366","Ophcf2|06366",2
"1962","GQ602_006370","Ophcf2|06370",2
"1963","GQ602_006371","Ophcf2|06371",3
"1964","GQ602_006372","Ophcf2|06372",4
"1965","GQ602_006373","Ophcf2|06373",3
"1966","GQ602_006374","Ophcf2|06374",1
"1967","GQ602_006375","Ophcf2|06375",2
"1968","GQ602_006382","Ophcf2|06382",2
"1969","GQ602_006385","Ophcf2|06385",1
"1970","GQ602_006390","Ophcf2|06390",4
"1971","GQ602_006395","Ophcf2|06395",2
"1972","GQ602_006398","Ophcf2|06398",1
"1973","GQ602_006399","Ophcf2|06399",2
"1974","GQ602_006400","Ophcf2|06400",4
"1975","GQ602_006408","Ophcf2|06408",4
"1976","GQ602_006411","Ophcf2|06411",4
"1977","GQ602_006414","Ophcf2|06414",2
"1978","GQ602_006417","Ophcf2|06417",1
"1979","GQ602_006418","Ophcf2|06418",1
"1980","GQ602_006422","Ophcf2|06422",4
"1981","GQ602_006429","Ophcf2|06429",4
"1982","GQ602_006431","Ophcf2|06431",1
"1983","GQ602_006432","Ophcf2|06432",4
"1984","GQ602_006436","Ophcf2|06436",1
"1985","GQ602_006438","Ophcf2|06438",4
"1986","GQ602_006439","Ophcf2|06439",4
"1987","GQ602_006441","Ophcf2|06441",4
"1988","GQ602_006442","Ophcf2|06442",4
"1989","GQ602_006443","Ophcf2|06443",1
"1990","GQ602_006444","Ophcf2|06444",3
"1991","GQ602_006445","Ophcf2|06445",4
"1992","GQ602_006464","Ophcf2|06464",3
"1993","GQ602_006465","Ophcf2|06465",1
"1994","GQ602_006468","Ophcf2|06468",4
"1995","GQ602_006477","Ophcf2|06477",1
"1996","GQ602_006478","Ophcf2|06478",4
"1997","GQ602_006482","Ophcf2|06482",4
"1998","GQ602_006483","Ophcf2|06483",4
"1999","GQ602_006487","Ophcf2|06487",4
"2000","GQ602_006488","Ophcf2|06488",4
"2001","GQ602_006493","Ophcf2|06493",1
"2002","GQ602_006494","Ophcf2|06494",1
"2003","GQ602_006496","Ophcf2|06496",3
"2004","GQ602_006497","Ophcf2|06497",4
"2005","GQ602_006499","Ophcf2|06499",1
"2006","GQ602_006500","Ophcf2|06500",2
"2007","GQ602_006503","Ophcf2|06503",1
"2008","GQ602_006507","Ophcf2|06507",3
"2009","GQ602_006510","Ophcf2|06510",2
"2010","GQ602_006511","Ophcf2|06511",2
"2011","GQ602_006515","Ophcf2|06515",1
"2012","GQ602_006517","Ophcf2|06517",1
"2013","GQ602_006518","Ophcf2|06518",1
"2014","GQ602_006522","Ophcf2|06522",3
"2015","GQ602_006524","Ophcf2|06524",1
"2016","GQ602_006530","Ophcf2|06530",4
"2017","GQ602_006533","Ophcf2|06533",4
"2018","GQ602_006534","Ophcf2|06534",3
"2019","GQ602_006543","Ophcf2|06543",3
"2020","GQ602_006552","Ophcf2|06552",1
"2021","GQ602_006555","Ophcf2|06555",2
"2022","GQ602_006556","Ophcf2|06556",2
"2023","GQ602_006558","Ophcf2|06558",1
"2024","GQ602_006561","Ophcf2|06561",3
"2025","GQ602_006563","Ophcf2|06563",4
"2026","GQ602_006565","Ophcf2|06565",1
"2027","GQ602_006566","Ophcf2|06566",4
"2028","GQ602_006573","Ophcf2|06573",2
"2029","GQ602_006580","Ophcf2|06580",3
"2030","GQ602_006582","Ophcf2|06582",2
"2031","GQ602_006590","Ophcf2|06590",3
"2032","GQ602_006591","Ophcf2|06591",1
"2033","GQ602_006605","Ophcf2|06605",3
"2034","GQ602_006607","Ophcf2|06607",3
"2035","GQ602_006610","Ophcf2|06610",4
"2036","GQ602_006611","Ophcf2|06611",1
"2037","GQ602_006618","Ophcf2|06618",1
"2038","GQ602_006619","Ophcf2|06619",1
"2039","GQ602_006621","Ophcf2|06621",2
"2040","GQ602_006624","Ophcf2|06624",1
"2041","GQ602_006632","Ophcf2|06632",3
"2042","GQ602_006634","Ophcf2|06634",1
"2043","GQ602_006638","Ophcf2|06638",4
"2044","GQ602_006640","Ophcf2|06640",3
"2045","GQ602_006641","Ophcf2|06641",2
"2046","GQ602_006642","Ophcf2|06642",1
"2047","GQ602_006647","Ophcf2|06647",2
"2048","GQ602_006650","Ophcf2|06650",4
"2049","GQ602_006652","Ophcf2|06652",4
"2050","GQ602_006655","Ophcf2|06655",1
"2051","GQ602_006656","Ophcf2|06656",4
"2052","GQ602_006659","Ophcf2|06659",4
"2053","GQ602_006661","Ophcf2|06661",1
"2054","GQ602_006662","Ophcf2|06662",1
"2055","GQ602_006663","Ophcf2|06663",1
"2056","GQ602_006668","Ophcf2|06668",2
"2057","GQ602_006670","Ophcf2|06670",1
"2058","GQ602_006675","Ophcf2|06675",4
"2059","GQ602_006677","Ophcf2|06677",3
"2060","GQ602_006678","Ophcf2|06678",3
"2061","GQ602_006680","Ophcf2|06680",4
"2062","GQ602_006681","Ophcf2|06681",4
"2063","GQ602_006684","Ophcf2|06684",4
"2064","GQ602_006685","Ophcf2|06685",4
"2065","GQ602_006686","Ophcf2|06686",1
"2066","GQ602_006692","Ophcf2|06692",2
"2067","GQ602_006695","Ophcf2|06695",4
"2068","GQ602_006697","Ophcf2|06697",2
"2069","GQ602_006698","Ophcf2|06698",4
"2070","GQ602_006701","Ophcf2|06701",3
"2071","GQ602_006702","Ophcf2|06702",4
"2072","GQ602_006703","Ophcf2|06703",4
"2073","GQ602_006705","Ophcf2|06705",3
"2074","GQ602_006706","Ophcf2|06706",2
"2075","GQ602_006708","Ophcf2|06708",4
"2076","GQ602_006711","Ophcf2|06711",3
"2077","GQ602_006712","Ophcf2|06712",2
"2078","GQ602_006716","Ophcf2|06716",4
"2079","GQ602_006718","Ophcf2|06718",1
"2080","GQ602_006719","Ophcf2|06719",2
"2081","GQ602_006720","Ophcf2|06720",4
"2082","GQ602_006733","Ophcf2|06733",4
"2083","GQ602_006734","Ophcf2|06734",1
"2084","GQ602_006736","Ophcf2|06736",4
"2085","GQ602_006740","Ophcf2|06740",1
"2086","GQ602_006744","Ophcf2|06744",1
"2087","GQ602_006746","Ophcf2|06746",1
"2088","GQ602_006755","Ophcf2|06755",2
"2089","GQ602_006759","Ophcf2|06759",4
"2090","GQ602_006762","Ophcf2|06762",2
"2091","GQ602_006765","Ophcf2|06765",2
"2092","GQ602_006767","Ophcf2|06767",1
"2093","GQ602_006768","Ophcf2|06768",2
"2094","GQ602_006769","Ophcf2|06769",2
"2095","GQ602_006770","Ophcf2|06770",4
"2096","GQ602_006775","Ophcf2|06775",1
"2097","GQ602_006778","Ophcf2|06778",4
"2098","GQ602_006779","Ophcf2|06779",2
"2099","GQ602_006782","Ophcf2|06782",2
"2100","GQ602_006784","Ophcf2|06784",1
"2101","GQ602_006788","Ophcf2|06788",3
"2102","GQ602_006789","Ophcf2|06789",1
"2103","GQ602_006790","Ophcf2|06790",2
"2104","GQ602_006792","Ophcf2|06792",2
"2105","GQ602_006795","Ophcf2|06795",2
"2106","GQ602_006802","Ophcf2|06802",4
"2107","GQ602_006811","Ophcf2|06811",1
"2108","GQ602_006814","Ophcf2|06814",1
"2109","GQ602_006816","Ophcf2|06816",1
"2110","GQ602_006818","Ophcf2|06818",3
"2111","GQ602_006819","Ophcf2|06819",4
"2112","GQ602_006823","Ophcf2|06823",3
"2113","GQ602_006832","Ophcf2|06832",1
"2114","GQ602_006833","Ophcf2|06833",2
"2115","GQ602_006834","Ophcf2|06834",2
"2116","GQ602_006839","Ophcf2|06839",1
"2117","GQ602_006841","Ophcf2|06841",1
"2118","GQ602_006845","Ophcf2|06845",4
"2119","GQ602_006846","Ophcf2|06846",4
"2120","GQ602_006849","Ophcf2|06849",1
"2121","GQ602_006855","Ophcf2|06855",2
"2122","GQ602_006857","Ophcf2|06857",3
"2123","GQ602_006865","Ophcf2|06865",2
"2124","GQ602_006867","Ophcf2|06867",1
"2125","GQ602_006868","Ophcf2|06868",4
"2126","GQ602_006876","Ophcf2|06876",3
"2127","GQ602_006879","Ophcf2|06879",4
"2128","GQ602_006885","Ophcf2|06885",4
"2129","GQ602_006891","Ophcf2|06891",2
"2130","GQ602_006893","Ophcf2|06893",2
"2131","GQ602_006894","Ophcf2|06894",1
"2132","GQ602_006896","Ophcf2|06896",4
"2133","GQ602_006900","Ophcf2|06900",1
"2134","GQ602_006903","Ophcf2|06903",1
"2135","GQ602_006912","Ophcf2|06912",1
"2136","GQ602_006922","Ophcf2|06922",1
"2137","GQ602_006927","Ophcf2|06927",3
"2138","GQ602_006932","Ophcf2|06932",1
"2139","GQ602_006933","Ophcf2|06933",1
"2140","GQ602_006937","Ophcf2|06937",2
"2141","GQ602_006939","Ophcf2|06939",2
"2142","GQ602_006953","Ophcf2|06953",1
"2143","GQ602_006967","Ophcf2|06967",3
"2144","GQ602_006968","Ophcf2|06968",4
"2145","GQ602_006970","Ophcf2|06970",3
"2146","GQ602_006979","Ophcf2|06979",1
"2147","GQ602_006987","Ophcf2|06987",1
"2148","GQ602_006990","Ophcf2|06990",3
"2149","GQ602_006991","Ophcf2|06991",4
"2150","GQ602_006992","Ophcf2|06992",1
"2151","GQ602_006995","Ophcf2|06995",2
"2152","GQ602_006996","Ophcf2|06996",3
"2153","GQ602_006997","Ophcf2|06997",2
"2154","GQ602_007000","Ophcf2|07000",1
"2155","GQ602_007005","Ophcf2|07005",3
"2156","GQ602_007011","Ophcf2|07011",2
"2157","GQ602_007016","Ophcf2|07016",4
"2158","GQ602_007020","Ophcf2|07020",1
"2159","GQ602_007021","Ophcf2|07021",4
"2160","GQ602_007028","Ophcf2|07028",2
"2161","GQ602_007033","Ophcf2|07033",4
"2162","GQ602_007039","Ophcf2|07039",2
"2163","GQ602_007040","Ophcf2|07040",4
"2164","GQ602_007044","Ophcf2|07044",1
"2165","GQ602_007047","Ophcf2|07047",4
"2166","GQ602_007049","Ophcf2|07049",2
"2167","GQ602_007051","Ophcf2|07051",4
"2168","GQ602_007061","Ophcf2|07061",1
"2169","GQ602_007063","Ophcf2|07063",1
"2170","GQ602_007067","Ophcf2|07067",2
"2171","GQ602_007068","Ophcf2|07068",1
"2172","GQ602_007069","Ophcf2|07069",1
"2173","GQ602_007070","Ophcf2|07070",1
"2174","GQ602_007075","Ophcf2|07075",3
"2175","GQ602_007080","Ophcf2|07080",4
"2176","GQ602_007083","Ophcf2|07083",2
"2177","GQ602_007086","Ophcf2|07086",2
"2178","GQ602_007087","Ophcf2|07087",2
"2179","GQ602_007089","Ophcf2|07089",2
"2180","GQ602_007098","Ophcf2|07098",4
"2181","GQ602_007099","Ophcf2|07099",2
"2182","GQ602_007100","Ophcf2|07100",2
"2183","GQ602_007102","Ophcf2|07102",4
"2184","GQ602_007104","Ophcf2|07104",1
"2185","GQ602_007105","Ophcf2|07105",1
"2186","GQ602_007110","Ophcf2|07110",1
"2187","GQ602_007114","Ophcf2|07114",2
"2188","GQ602_007118","Ophcf2|07118",1
"2189","GQ602_007119","Ophcf2|07119",1
"2190","GQ602_007120","Ophcf2|07120",3
"2191","GQ602_007128","Ophcf2|07128",4
"2192","GQ602_007130","Ophcf2|07130",4
"2193","GQ602_007132","Ophcf2|07132",3
"2194","GQ602_007137","Ophcf2|07137",4
"2195","GQ602_007139","Ophcf2|07139",3
"2196","GQ602_007142","Ophcf2|07142",1
"2197","GQ602_007144","Ophcf2|07144",1
"2198","GQ602_007146","Ophcf2|07146",1
"2199","GQ602_007148","Ophcf2|07148",1
"2200","GQ602_007150","Ophcf2|07150",1
"2201","GQ602_007151","Ophcf2|07151",1
"2202","GQ602_007153","Ophcf2|07153",1
"2203","GQ602_007154","Ophcf2|07154",4
"2204","GQ602_007155","Ophcf2|07155",4
"2205","GQ602_007157","Ophcf2|07157",4
"2206","GQ602_007163","Ophcf2|07163",1
"2207","GQ602_007171","Ophcf2|07171",4
"2208","GQ602_007175","Ophcf2|07175",1
"2209","GQ602_007176","Ophcf2|07176",1
"2210","GQ602_007177","Ophcf2|07177",1
"2211","GQ602_007178","Ophcf2|07178",2
"2212","GQ602_007179","Ophcf2|07179",3
"2213","GQ602_007189","Ophcf2|07189",1
"2214","GQ602_007198","Ophcf2|07198",2
"2215","GQ602_007204","Ophcf2|07204",2
"2216","GQ602_007206","Ophcf2|07206",1
"2217","GQ602_007207","Ophcf2|07207",2
"2218","GQ602_007213","Ophcf2|07213",4
"2219","GQ602_007215","Ophcf2|07215",3
"2220","GQ602_007218","Ophcf2|07218",3
"2221","GQ602_007220","Ophcf2|07220",3
"2222","GQ602_007222","Ophcf2|07222",4
"2223","GQ602_007224","Ophcf2|07224",4
"2224","GQ602_007227","Ophcf2|07227",1
"2225","GQ602_007229","Ophcf2|07229",2
"2226","GQ602_007240","Ophcf2|07240",1
"2227","GQ602_007244","Ophcf2|07244",4
"2228","GQ602_007246","Ophcf2|07246",2
"2229","GQ602_007248","Ophcf2|07248",4
"2230","GQ602_007250","Ophcf2|07250",4
"2231","GQ602_007251","Ophcf2|07251",2
"2232","GQ602_007252","Ophcf2|07252",3
"2233","GQ602_007253","Ophcf2|07253",4
"2234","GQ602_007262","Ophcf2|07262",3
"2235","GQ602_007263","Ophcf2|07263",1
"2236","GQ602_007264","Ophcf2|07264",4
"2237","GQ602_007266","Ophcf2|07266",2
"2238","GQ602_007267","Ophcf2|07267",4
"2239","GQ602_007270","Ophcf2|07270",1
"2240","GQ602_007272","Ophcf2|07272",1
"2241","GQ602_007277","Ophcf2|07277",3
"2242","GQ602_007278","Ophcf2|07278",4
"2243","GQ602_007279","Ophcf2|07279",4
"2244","GQ602_007280","Ophcf2|07280",1
"2245","GQ602_007282","Ophcf2|07282",1
"2246","GQ602_007284","Ophcf2|07284",2
"2247","GQ602_007285","Ophcf2|07285",4
"2248","GQ602_007287","Ophcf2|07287",4
"2249","GQ602_007294","Ophcf2|07294",4
"2250","GQ602_007295","Ophcf2|07295",2
"2251","GQ602_007302","Ophcf2|07302",1
"2252","GQ602_007303","Ophcf2|07303",1
"2253","GQ602_007307","Ophcf2|07307",1
"2254","GQ602_007310","Ophcf2|07310",1
"2255","GQ602_007311","Ophcf2|07311",4
"2256","GQ602_007312","Ophcf2|07312",4
"2257","GQ602_007313","Ophcf2|07313",4
"2258","GQ602_007314","Ophcf2|07314",4
"2259","GQ602_007317","Ophcf2|07317",4
"2260","GQ602_007319","Ophcf2|07319",4
"2261","GQ602_007320","Ophcf2|07320",3
"2262","GQ602_007321","Ophcf2|07321",4
"2263","GQ602_007324","Ophcf2|07324",1
"2264","GQ602_007326","Ophcf2|07326",4
"2265","GQ602_007330","Ophcf2|07330",4
"2266","GQ602_007333","Ophcf2|07333",3
"2267","GQ602_007339","Ophcf2|07339",3
"2268","GQ602_007341","Ophcf2|07341",3
"2269","GQ602_007343","Ophcf2|07343",1
"2270","GQ602_007344","Ophcf2|07344",3
"2271","GQ602_007349","Ophcf2|07349",4
"2272","GQ602_007353","Ophcf2|07353",1
"2273","GQ602_007354","Ophcf2|07354",4
"2274","GQ602_007358","Ophcf2|07358",4
"2275","GQ602_007360","Ophcf2|07360",1
"2276","GQ602_007362","Ophcf2|07362",3
"2277","GQ602_007371","Ophcf2|07371",4
"2278","GQ602_007375","Ophcf2|07375",4
"2279","GQ602_007378","Ophcf2|07378",4
"2280","GQ602_007382","Ophcf2|07382",4
"2281","GQ602_007383","Ophcf2|07383",1
"2282","GQ602_007384","Ophcf2|07384",1
"2283","GQ602_007386","Ophcf2|07386",2
"2284","GQ602_007410","Ophcf2|07410",1
"2285","GQ602_007419","Ophcf2|07419",1
