"","gene","gene_ID_robin","cluster"
"1","BBA_00005","Beaba1|5",1
"236","BBA_01280","Beaba1|1280",2
"237","BBA_01290","Beaba1|1290",2
"238","BBA_01291","Beaba1|1291",2
"239","BBA_01294","Beaba1|1294",1
"240","BBA_01295","Beaba1|1295",3
"241","BBA_01307","Beaba1|1307",4
"242","BBA_01325","Beaba1|1325",2
"243","BBA_01333","Beaba1|1333",1
"244","BBA_01347","Beaba1|1347",2
"245","BBA_01356","Beaba1|1356",3
"246","BBA_01358","Beaba1|1358",4
"247","BBA_01366","Beaba1|1366",1
"248","BBA_01371","Beaba1|1371",2
"249","BBA_01373","Beaba1|1373",3
"250","BBA_01375","Beaba1|1375",4
"251","BBA_01380","Beaba1|1380",1
"252","BBA_01388","Beaba1|1388",3
"253","BBA_01392","Beaba1|1392",3
"254","BBA_01402","Beaba1|1402",1
"255","BBA_01403","Beaba1|1403",2
"256","BBA_01405","Beaba1|1405",3
"257","BBA_01406","Beaba1|1406",3
"258","BBA_01413","Beaba1|1413",4
"259","BBA_01414","Beaba1|1414",1
"260","BBA_01419","Beaba1|1419",1
"261","BBA_01421","Beaba1|1421",1
"262","BBA_01427","Beaba1|1427",1
"263","BBA_01428","Beaba1|1428",2
"264","BBA_01444","Beaba1|1444",4
"265","BBA_01446","Beaba1|1446",3
"266","BBA_01449","Beaba1|1449",1
"267","BBA_01457","Beaba1|1457",2
"268","BBA_01469","Beaba1|1469",1
"269","BBA_01475","Beaba1|1475",1
"270","BBA_01483","Beaba1|1483",1
"271","BBA_01491","Beaba1|1491",3
"272","BBA_01502","Beaba1|1502",1
"273","BBA_01504","Beaba1|1504",1
"274","BBA_01514","Beaba1|1514",1
"275","BBA_01515","Beaba1|1515",2
"276","BBA_01523","Beaba1|1523",1
"277","BBA_01527","Beaba1|1527",4
"278","BBA_01537","Beaba1|1537",3
"279","BBA_01539","Beaba1|1539",1
"280","BBA_01549","Beaba1|1549",3
"281","BBA_01554","Beaba1|1554",4
"282","BBA_01559","Beaba1|1559",1
"283","BBA_01563","Beaba1|1563",2
"284","BBA_01564","Beaba1|1564",3
"285","BBA_01569","Beaba1|1569",2
"286","BBA_01583","Beaba1|1583",1
"287","BBA_01593","Beaba1|1593",4
"288","BBA_01609","Beaba1|1609",4
"289","BBA_01624","Beaba1|1624",3
"290","BBA_01629","Beaba1|1629",4
"291","BBA_01635","Beaba1|1635",2
"292","BBA_01637","Beaba1|1637",1
"293","BBA_01639","Beaba1|1639",2
"294","BBA_01641","Beaba1|1641",1
"295","BBA_01645","Beaba1|1645",4
"296","BBA_01650","Beaba1|1650",1
"297","BBA_01652","Beaba1|1652",4
"298","BBA_01657","Beaba1|1657",1
"299","BBA_01659","Beaba1|1659",3
"300","BBA_01662","Beaba1|1662",3
"301","BBA_01668","Beaba1|1668",2
"302","BBA_01669","Beaba1|1669",2
"303","BBA_01686","Beaba1|1686",3
"304","BBA_01687","Beaba1|1687",2
"305","BBA_01689","Beaba1|1689",2
"306","BBA_01691","Beaba1|1691",1
"307","BBA_01693","Beaba1|1693",2
"308","BBA_01695","Beaba1|1695",1
"309","BBA_01701","Beaba1|1701",2
"310","BBA_01702","Beaba1|1702",3
"311","BBA_01716","Beaba1|1716",1
"312","BBA_01720","Beaba1|1720",2
"313","BBA_01721","Beaba1|1721",2
"314","BBA_01722","Beaba1|1722",2
"315","BBA_01725","Beaba1|1725",1
"316","BBA_01728","Beaba1|1728",1
"317","BBA_01741","Beaba1|1741",4
"318","BBA_01749","Beaba1|1749",3
"319","BBA_01753","Beaba1|1753",1
"320","BBA_01756","Beaba1|1756",2
"321","BBA_01765","Beaba1|1765",3
"322","BBA_01766","Beaba1|1766",1
"323","BBA_01772","Beaba1|1772",2
"324","BBA_01774","Beaba1|1774",3
"325","BBA_01776","Beaba1|1776",2
"326","BBA_01779","Beaba1|1779",3
"327","BBA_01810","Beaba1|1810",1
"328","BBA_01823","Beaba1|1823",2
"329","BBA_01831","Beaba1|1831",2
"330","BBA_01834","Beaba1|1834",3
"331","BBA_01835","Beaba1|1835",2
"332","BBA_01836","Beaba1|1836",2
"333","BBA_01837","Beaba1|1837",2
"334","BBA_01853","Beaba1|1853",1
"335","BBA_01855","Beaba1|1855",4
"336","BBA_01860","Beaba1|1860",1
"337","BBA_01863","Beaba1|1863",3
"338","BBA_01865","Beaba1|1865",2
"339","BBA_01866","Beaba1|1866",1
"340","BBA_01870","Beaba1|1870",3
"341","BBA_01890","Beaba1|1890",1
"342","BBA_01898","Beaba1|1898",1
"343","BBA_01917","Beaba1|1917",3
"344","BBA_01928","Beaba1|1928",1
"345","BBA_01941","Beaba1|1941",1
"346","BBA_01956","Beaba1|1956",3
"347","BBA_01959","Beaba1|1959",4
"348","BBA_01968","Beaba1|1968",1
"349","BBA_01991","Beaba1|1991",1
"350","BBA_01998","Beaba1|1998",2
"351","BBA_01999","Beaba1|1999",2
"352","BBA_02008","Beaba1|2008",4
"353","BBA_02016","Beaba1|2016",1
"354","BBA_02019","Beaba1|2019",4
"355","BBA_02020","Beaba1|2020",2
"356","BBA_02021","Beaba1|2021",2
"357","BBA_02030","Beaba1|2030",2
"358","BBA_02032","Beaba1|2032",2
"359","BBA_02045","Beaba1|2045",1
"360","BBA_02046","Beaba1|2046",4
"361","BBA_02048","Beaba1|2048",2
"362","BBA_02055","Beaba1|2055",2
"363","BBA_02056","Beaba1|2056",2
"364","BBA_02057","Beaba1|2057",2
"365","BBA_02066","Beaba1|2066",2
"366","BBA_02074","Beaba1|2074",1
"367","BBA_02075","Beaba1|2075",2
"368","BBA_02079","Beaba1|2079",4
"369","BBA_02098","Beaba1|2098",4
"370","BBA_02102","Beaba1|2102",2
"371","BBA_02103","Beaba1|2103",2
"372","BBA_02106","Beaba1|2106",2
"373","BBA_02111","Beaba1|2111",1
"374","BBA_02112","Beaba1|2112",1
"375","BBA_02115","Beaba1|2115",1
"376","BBA_02116","Beaba1|2116",3
"377","BBA_02117","Beaba1|2117",1
"378","BBA_02123","Beaba1|2123",3
"379","BBA_02132","Beaba1|2132",1
"380","BBA_02133","Beaba1|2133",1
"381","BBA_02135","Beaba1|2135",2
"382","BBA_02146","Beaba1|2146",2
"383","BBA_02151","Beaba1|2151",2
"384","BBA_02158","Beaba1|2158",1
"385","BBA_02166","Beaba1|2166",3
"386","BBA_02169","Beaba1|2169",2
"387","BBA_02188","Beaba1|2188",1
"388","BBA_02191","Beaba1|2191",1
"389","BBA_02194","Beaba1|2194",2
"390","BBA_02200","Beaba1|2200",1
"391","BBA_02201","Beaba1|2201",1
"392","BBA_02202","Beaba1|2202",1
"393","BBA_02203","Beaba1|2203",1
"394","BBA_02205","Beaba1|2205",1
"395","BBA_02206","Beaba1|2206",3
"396","BBA_02210","Beaba1|2210",2
"397","BBA_02212","Beaba1|2212",3
"398","BBA_02214","Beaba1|2214",2
"399","BBA_02219","Beaba1|2219",3
"400","BBA_02221","Beaba1|2221",1
"401","BBA_02224","Beaba1|2224",1
"402","BBA_02229","Beaba1|2229",1
"403","BBA_02230","Beaba1|2230",1
"404","BBA_02232","Beaba1|2232",2
"405","BBA_02238","Beaba1|2238",1
"406","BBA_02245","Beaba1|2245",1
"407","BBA_02247","Beaba1|2247",1
"408","BBA_02253","Beaba1|2253",2
"409","BBA_02255","Beaba1|2255",2
"410","BBA_02258","Beaba1|2258",1
"411","BBA_02260","Beaba1|2260",2
"412","BBA_02262","Beaba1|2262",1
"413","BBA_02271","Beaba1|2271",4
"414","BBA_02272","Beaba1|2272",2
"415","BBA_02277","Beaba1|2277",1
"416","BBA_02281","Beaba1|2281",2
"417","BBA_02282","Beaba1|2282",2
"418","BBA_02283","Beaba1|2283",2
"419","BBA_02287","Beaba1|2287",2
"420","BBA_02300","Beaba1|2300",3
"421","BBA_02301","Beaba1|2301",1
"422","BBA_02310","Beaba1|2310",1
"423","BBA_02318","Beaba1|2318",1
"424","BBA_02320","Beaba1|2320",3
"425","BBA_02332","Beaba1|2332",3
"426","BBA_02342","Beaba1|2342",2
"427","BBA_02344","Beaba1|2344",1
"428","BBA_02350","Beaba1|2350",3
"429","BBA_02351","Beaba1|2351",2
"430","BBA_02359","Beaba1|2359",3
"431","BBA_02362","Beaba1|2362",3
"432","BBA_02366","Beaba1|2366",3
"433","BBA_02374","Beaba1|2374",2
"434","BBA_02382","Beaba1|2382",2
"435","BBA_02387","Beaba1|2387",3
"436","BBA_02389","Beaba1|2389",2
"437","BBA_02393","Beaba1|2393",1
"438","BBA_02399","Beaba1|2399",2
"439","BBA_02406","Beaba1|2406",1
"440","BBA_02408","Beaba1|2408",1
"441","BBA_02409","Beaba1|2409",3
"442","BBA_02416","Beaba1|2416",1
"443","BBA_02419","Beaba1|2419",1
"444","BBA_02424","Beaba1|2424",4
"445","BBA_02425","Beaba1|2425",4
"446","BBA_02427","Beaba1|2427",2
"447","BBA_02429","Beaba1|2429",1
"448","BBA_02432","Beaba1|2432",3
"449","BBA_02434","Beaba1|2434",1
"450","BBA_02463","Beaba1|2463",3
"451","BBA_02483","Beaba1|2483",1
"452","BBA_02489","Beaba1|2489",1
"453","BBA_02505","Beaba1|2505",2
"454","BBA_02511","Beaba1|2511",3
"455","BBA_02516","Beaba1|2516",3
"456","BBA_02523","Beaba1|2523",4
"457","BBA_02532","Beaba1|2532",1
"458","BBA_02538","Beaba1|2538",1
"459","BBA_02546","Beaba1|2546",1
"460","BBA_02550","Beaba1|2550",3
"461","BBA_02553","Beaba1|2553",1
"462","BBA_02563","Beaba1|2563",1
"463","BBA_02565","Beaba1|2565",1
"464","BBA_02567","Beaba1|2567",1
"465","BBA_02568","Beaba1|2568",1
"466","BBA_02569","Beaba1|2569",3
"467","BBA_02571","Beaba1|2571",1
"468","BBA_02574","Beaba1|2574",2
"469","BBA_02578","Beaba1|2578",2
"470","BBA_02579","Beaba1|2579",1
"471","BBA_02580","Beaba1|2580",3
"472","BBA_02583","Beaba1|2583",4
"473","BBA_02588","Beaba1|2588",4
"474","BBA_02589","Beaba1|2589",3
"475","BBA_02598","Beaba1|2598",3
"476","BBA_02609","Beaba1|2609",3
"477","BBA_02620","Beaba1|2620",4
"478","BBA_02626","Beaba1|2626",2
"479","BBA_02635","Beaba1|2635",3
"480","BBA_02639","Beaba1|2639",3
"481","BBA_02642","Beaba1|2642",1
"482","BBA_02647","Beaba1|2647",3
"483","BBA_02649","Beaba1|2649",1
"484","BBA_02657","Beaba1|2657",4
"485","BBA_02660","Beaba1|2660",4
"486","BBA_02661","Beaba1|2661",2
"487","BBA_02665","Beaba1|2665",2
"488","BBA_02666","Beaba1|2666",4
"489","BBA_02671","Beaba1|2671",2
"490","BBA_02672","Beaba1|2672",4
"491","BBA_02673","Beaba1|2673",1
"492","BBA_02674","Beaba1|2674",3
"493","BBA_02675","Beaba1|2675",1
"494","BBA_02679","Beaba1|2679",3
"495","BBA_02681","Beaba1|2681",1
"496","BBA_02683","Beaba1|2683",2
"497","BBA_02685","Beaba1|2685",2
"498","BBA_02690","Beaba1|2690",2
"499","BBA_02691","Beaba1|2691",1
"500","BBA_02697","Beaba1|2697",3
"501","BBA_02703","Beaba1|2703",1
"502","BBA_02706","Beaba1|2706",3
"503","BBA_02707","Beaba1|2707",2
"504","BBA_02712","Beaba1|2712",2
"505","BBA_02714","Beaba1|2714",3
"506","BBA_02717","Beaba1|2717",2
"507","BBA_02718","Beaba1|2718",4
"508","BBA_02719","Beaba1|2719",2
"509","BBA_02720","Beaba1|2720",2
"510","BBA_02738","Beaba1|2738",3
"511","BBA_02740","Beaba1|2740",2
"512","BBA_02760","Beaba1|2760",1
"513","BBA_02766","Beaba1|2766",1
"514","BBA_02773","Beaba1|2773",2
"515","BBA_02774","Beaba1|2774",2
"516","BBA_02777","Beaba1|2777",2
"517","BBA_02778","Beaba1|2778",2
"518","BBA_02779","Beaba1|2779",2
"519","BBA_02786","Beaba1|2786",1
"520","BBA_02788","Beaba1|2788",2
"521","BBA_02792","Beaba1|2792",2
"522","BBA_02797","Beaba1|2797",2
"523","BBA_02801","Beaba1|2801",3
"524","BBA_02803","Beaba1|2803",1
"525","BBA_02811","Beaba1|2811",2
"526","BBA_02812","Beaba1|2812",4
"527","BBA_02815","Beaba1|2815",1
"528","BBA_02817","Beaba1|2817",1
"529","BBA_02818","Beaba1|2818",1
"530","BBA_02828","Beaba1|2828",1
"531","BBA_02833","Beaba1|2833",1
"532","BBA_02842","Beaba1|2842",1
"533","BBA_02844","Beaba1|2844",1
"534","BBA_02848","Beaba1|2848",1
"535","BBA_02849","Beaba1|2849",1
"536","BBA_02853","Beaba1|2853",1
"537","BBA_02858","Beaba1|2858",2
"538","BBA_02859","Beaba1|2859",4
"539","BBA_02870","Beaba1|2870",4
"540","BBA_02871","Beaba1|2871",2
"541","BBA_02872","Beaba1|2872",4
"542","BBA_02874","Beaba1|2874",4
"543","BBA_02876","Beaba1|2876",4
"544","BBA_02882","Beaba1|2882",1
"545","BBA_02898","Beaba1|2898",2
"546","BBA_02908","Beaba1|2908",2
"547","BBA_02913","Beaba1|2913",2
"548","BBA_02921","Beaba1|2921",3
"549","BBA_02931","Beaba1|2931",2
"550","BBA_02935","Beaba1|2935",1
"551","BBA_02937","Beaba1|2937",2
"552","BBA_02939","Beaba1|2939",2
"553","BBA_02941","Beaba1|2941",2
"554","BBA_02948","Beaba1|2948",1
"555","BBA_02955","Beaba1|2955",1
"556","BBA_02957","Beaba1|2957",2
"557","BBA_02958","Beaba1|2958",4
"558","BBA_02961","Beaba1|2961",2
"559","BBA_02972","Beaba1|2972",2
"560","BBA_02976","Beaba1|2976",4
"561","BBA_03003","Beaba1|3003",2
"562","BBA_03008","Beaba1|3008",4
"563","BBA_03011","Beaba1|3011",3
"564","BBA_03021","Beaba1|3021",2
"565","BBA_03022","Beaba1|3022",1
"566","BBA_03023","Beaba1|3023",3
"567","BBA_03024","Beaba1|3024",3
"568","BBA_03033","Beaba1|3033",2
"569","BBA_03036","Beaba1|3036",4
"570","BBA_03040","Beaba1|3040",3
"571","BBA_03043","Beaba1|3043",1
"572","BBA_03044","Beaba1|3044",2
"573","BBA_03045","Beaba1|3045",2
"574","BBA_03047","Beaba1|3047",4
"575","BBA_03059","Beaba1|3059",3
"576","BBA_03064","Beaba1|3064",2
"577","BBA_03065","Beaba1|3065",1
"578","BBA_03069","Beaba1|3069",3
"579","BBA_03075","Beaba1|3075",1
"580","BBA_03076","Beaba1|3076",1
"581","BBA_03103","Beaba1|3103",1
"582","BBA_03104","Beaba1|3104",1
"583","BBA_03106","Beaba1|3106",4
"584","BBA_03109","Beaba1|3109",1
"585","BBA_03111","Beaba1|3111",3
"586","BBA_03114","Beaba1|3114",2
"587","BBA_03118","Beaba1|3118",2
"588","BBA_03124","Beaba1|3124",1
"589","BBA_03134","Beaba1|3134",1
"590","BBA_03145","Beaba1|3145",4
"591","BBA_03157","Beaba1|3157",1
"592","BBA_03158","Beaba1|3158",3
"593","BBA_03162","Beaba1|3162",1
"594","BBA_03165","Beaba1|3165",1
"595","BBA_03166","Beaba1|3166",2
"596","BBA_03167","Beaba1|3167",1
"597","BBA_03171","Beaba1|3171",2
"598","BBA_03178","Beaba1|3178",1
"599","BBA_03181","Beaba1|3181",1
"600","BBA_03195","Beaba1|3195",2
"601","BBA_03196","Beaba1|3196",2
"602","BBA_03197","Beaba1|3197",2
"603","BBA_03198","Beaba1|3198",3
"604","BBA_03202","Beaba1|3202",2
"605","BBA_03206","Beaba1|3206",2
"606","BBA_03207","Beaba1|3207",1
"607","BBA_03208","Beaba1|3208",1
"608","BBA_03213","Beaba1|3213",2
"609","BBA_03223","Beaba1|3223",1
"610","BBA_03224","Beaba1|3224",1
"611","BBA_03225","Beaba1|3225",3
"612","BBA_03229","Beaba1|3229",1
"613","BBA_03237","Beaba1|3237",2
"614","BBA_03238","Beaba1|3238",2
"615","BBA_03243","Beaba1|3243",1
"616","BBA_03252","Beaba1|3252",3
"617","BBA_03257","Beaba1|3257",2
"618","BBA_03260","Beaba1|3260",3
"619","BBA_03262","Beaba1|3262",3
"620","BBA_03266","Beaba1|3266",2
"621","BBA_03267","Beaba1|3267",1
"622","BBA_03268","Beaba1|3268",3
"623","BBA_03269","Beaba1|3269",1
"624","BBA_03277","Beaba1|3277",3
"625","BBA_03282","Beaba1|3282",4
"626","BBA_03283","Beaba1|3283",4
"627","BBA_03284","Beaba1|3284",3
"628","BBA_03287","Beaba1|3287",1
"629","BBA_03302","Beaba1|3302",2
"630","BBA_03307","Beaba1|3307",1
"631","BBA_03314","Beaba1|3314",1
"632","BBA_03315","Beaba1|3315",1
"633","BBA_03322","Beaba1|3322",3
"634","BBA_03323","Beaba1|3323",1
"635","BBA_03327","Beaba1|3327",2
"636","BBA_03330","Beaba1|3330",3
"637","BBA_03334","Beaba1|3334",1
"638","BBA_03335","Beaba1|3335",1
"639","BBA_03341","Beaba1|3341",2
"640","BBA_03345","Beaba1|3345",4
"641","BBA_03349","Beaba1|3349",4
"642","BBA_03356","Beaba1|3356",2
"643","BBA_03360","Beaba1|3360",3
"644","BBA_03361","Beaba1|3361",4
"645","BBA_03362","Beaba1|3362",4
"646","BBA_03369","Beaba1|3369",1
"647","BBA_03373","Beaba1|3373",1
"648","BBA_03375","Beaba1|3375",1
"649","BBA_03382","Beaba1|3382",2
"650","BBA_03384","Beaba1|3384",2
"651","BBA_03390","Beaba1|3390",1
"652","BBA_03391","Beaba1|3391",3
"653","BBA_03392","Beaba1|3392",4
"654","BBA_03401","Beaba1|3401",4
"655","BBA_03402","Beaba1|3402",3
"656","BBA_03404","Beaba1|3404",2
"657","BBA_03407","Beaba1|3407",1
"658","BBA_03411","Beaba1|3411",1
"659","BBA_03414","Beaba1|3414",2
"660","BBA_03418","Beaba1|3418",3
"661","BBA_03423","Beaba1|3423",3
"662","BBA_03434","Beaba1|3434",4
"663","BBA_03437","Beaba1|3437",1
"664","BBA_03438","Beaba1|3438",1
"665","BBA_03446","Beaba1|3446",1
"666","BBA_03448","Beaba1|3448",4
"667","BBA_03459","Beaba1|3459",3
"668","BBA_03463","Beaba1|3463",2
"669","BBA_03481","Beaba1|3481",3
"670","BBA_03484","Beaba1|3484",2
"671","BBA_03493","Beaba1|3493",1
"672","BBA_03494","Beaba1|3494",1
