"","gene","gene_ID_robin","cluster"
"1","BBA_00033","Beaba1|33",1
"68","BBA_01748","Beaba1|1748",3
"69","BBA_01782","Beaba1|1782",3
"70","BBA_01787","Beaba1|1787",1
"71","BBA_01817","Beaba1|1817",3
"72","BBA_01819","Beaba1|1819",1
"73","BBA_01854","Beaba1|1854",1
"74","BBA_01862","Beaba1|1862",3
"75","BBA_01874","Beaba1|1874",4
"76","BBA_01927","Beaba1|1927",1
"77","BBA_01934","Beaba1|1934",3
"78","BBA_01939","Beaba1|1939",4
"79","BBA_01943","Beaba1|1943",1
"80","BBA_01972","Beaba1|1972",4
"81","BBA_02004","Beaba1|2004",1
"82","BBA_02012","Beaba1|2012",3
"83","BBA_02064","Beaba1|2064",4
"84","BBA_02110","Beaba1|2110",1
"85","BBA_02113","Beaba1|2113",4
"86","BBA_02186","Beaba1|2186",3
"87","BBA_02239","Beaba1|2239",2
"88","BBA_02252","Beaba1|2252",1
"89","BBA_02265","Beaba1|2265",4
"90","BBA_02286","Beaba1|2286",4
"91","BBA_02309","Beaba1|2309",4
"92","BBA_02352","Beaba1|2352",3
"93","BBA_02356","Beaba1|2356",1
"94","BBA_02373","Beaba1|2373",3
"95","BBA_02398","Beaba1|2398",3
"96","BBA_02410","Beaba1|2410",1
"97","BBA_02417","Beaba1|2417",1
"98","BBA_02435","Beaba1|2435",1
"99","BBA_02438","Beaba1|2438",1
"100","BBA_02439","Beaba1|2439",1
"101","BBA_02450","Beaba1|2450",1
"102","BBA_02453","Beaba1|2453",1
"103","BBA_02456","Beaba1|2456",1
"104","BBA_02471","Beaba1|2471",3
"105","BBA_02506","Beaba1|2506",3
"106","BBA_02543","Beaba1|2543",1
"107","BBA_02547","Beaba1|2547",1
"108","BBA_02557","Beaba1|2557",1
"109","BBA_02577","Beaba1|2577",2
"110","BBA_02610","Beaba1|2610",1
"111","BBA_02616","Beaba1|2616",1
"112","BBA_02630","Beaba1|2630",4
"113","BBA_02684","Beaba1|2684",1
"114","BBA_02694","Beaba1|2694",1
"115","BBA_02695","Beaba1|2695",3
"116","BBA_02702","Beaba1|2702",4
"117","BBA_02703","Beaba1|2703",1
"118","BBA_02710","Beaba1|2710",3
"119","BBA_02716","Beaba1|2716",1
"120","BBA_02735","Beaba1|2735",1
"121","BBA_02758","Beaba1|2758",1
"122","BBA_02764","Beaba1|2764",1
"123","BBA_02798","Beaba1|2798",1
"124","BBA_02823","Beaba1|2823",3
"125","BBA_02834","Beaba1|2834",4
"126","BBA_02835","Beaba1|2835",1
"127","BBA_02884","Beaba1|2884",4
"128","BBA_02885","Beaba1|2885",2
"129","BBA_02891","Beaba1|2891",4
"130","BBA_02910","Beaba1|2910",1
"131","BBA_02922","Beaba1|2922",4
"132","BBA_02938","Beaba1|2938",1
"133","BBA_02951","Beaba1|2951",4
"134","BBA_03002","Beaba1|3002",1
"135","BBA_03017","Beaba1|3017",1
"136","BBA_03054","Beaba1|3054",3
"137","BBA_03083","Beaba1|3083",1
"138","BBA_03133","Beaba1|3133",4
"139","BBA_03160","Beaba1|3160",4
"140","BBA_03163","Beaba1|3163",1
"141","BBA_03187","Beaba1|3187",3
"142","BBA_03190","Beaba1|3190",4
"143","BBA_03192","Beaba1|3192",4
"144","BBA_03200","Beaba1|3200",3
"145","BBA_03228","Beaba1|3228",3
"146","BBA_03273","Beaba1|3273",1
"147","BBA_03289","Beaba1|3289",1
"148","BBA_03296","Beaba1|3296",4
"149","BBA_03308","Beaba1|3308",1
"150","BBA_03312","Beaba1|3312",4
"151","BBA_03313","Beaba1|3313",3
"152","BBA_03316","Beaba1|3316",2
"153","BBA_03336","Beaba1|3336",1
"154","BBA_03406","Beaba1|3406",4
"155","BBA_03455","Beaba1|3455",2
"156","BBA_03473","Beaba1|3473",1
"157","BBA_03480","Beaba1|3480",4
"158","BBA_03640","Beaba1|3640",4
"159","BBA_03651","Beaba1|3651",3
"160","BBA_03684","Beaba1|3684",4
"161","BBA_03700","Beaba1|3700",1
"162","BBA_03704","Beaba1|3704",4
"163","BBA_03714","Beaba1|3714",1
"164","BBA_03720","Beaba1|3720",2
"165","BBA_03722","Beaba1|3722",3
"166","BBA_03726","Beaba1|3726",4
"167","BBA_03765","Beaba1|3765",4
"168","BBA_03783","Beaba1|3783",4
"169","BBA_03812","Beaba1|3812",1
"170","BBA_03813","Beaba1|3813",4
"171","BBA_03821","Beaba1|3821",4
"172","BBA_03920","Beaba1|3920",3
"173","BBA_03945","Beaba1|3945",1
"174","BBA_03950","Beaba1|3950",1
"175","BBA_03999","Beaba1|3999",2
"176","BBA_04026","Beaba1|4026",3
"177","BBA_04047","Beaba1|4047",2
"178","BBA_04101","Beaba1|4101",3
"179","BBA_04115","Beaba1|4115",1
"180","BBA_04130","Beaba1|4130",1
"181","BBA_04137","Beaba1|4137",1
"182","BBA_04164","Beaba1|4164",4
"183","BBA_04175","Beaba1|4175",1
"184","BBA_04199","Beaba1|4199",3
"185","BBA_04206","Beaba1|4206",2
"186","BBA_04211","Beaba1|4211",1
"187","BBA_04243","Beaba1|4243",3
"188","BBA_04251","Beaba1|4251",4
"189","BBA_04281","Beaba1|4281",4
"190","BBA_04292","Beaba1|4292",1
"191","BBA_04310","Beaba1|4310",2
"192","BBA_04311","Beaba1|4311",3
"193","BBA_04348","Beaba1|4348",4
"194","BBA_04371","Beaba1|4371",4
"195","BBA_04372","Beaba1|4372",1
"196","BBA_04374","Beaba1|4374",4
"197","BBA_04413","Beaba1|4413",3
"198","BBA_04424","Beaba1|4424",4
"199","BBA_04456","Beaba1|4456",4
"200","BBA_04460","Beaba1|4460",4
"201","BBA_04503","Beaba1|4503",3
"202","BBA_04505","Beaba1|4505",4
"203","BBA_04510","Beaba1|4510",3
"204","BBA_04523","Beaba1|4523",3
"205","BBA_04526","Beaba1|4526",1
"206","BBA_04532","Beaba1|4532",3
"207","BBA_04538","Beaba1|4538",1
"208","BBA_04543","Beaba1|4543",1
"209","BBA_04558","Beaba1|4558",4
"210","BBA_04664","Beaba1|4664",1
"211","BBA_04697","Beaba1|4697",3
"212","BBA_04726","Beaba1|4726",2
"213","BBA_04733","Beaba1|4733",3
"214","BBA_04777","Beaba1|4777",4
"215","BBA_04796","Beaba1|4796",3
"216","BBA_04816","Beaba1|4816",1
"217","BBA_04846","Beaba1|4846",4
"218","BBA_04865","Beaba1|4865",4
"219","BBA_04870","Beaba1|4870",3
"220","BBA_04880","Beaba1|4880",4
"221","BBA_04902","Beaba1|4902",1
"222","BBA_04915","Beaba1|4915",3
"223","BBA_04961","Beaba1|4961",3
"224","BBA_04986","Beaba1|4986",4
"225","BBA_05006","Beaba1|5006",1
"226","BBA_05021","Beaba1|5021",1
"227","BBA_05029","Beaba1|5029",4
"228","BBA_05036","Beaba1|5036",4
"229","BBA_05042","Beaba1|5042",1
"230","BBA_05046","Beaba1|5046",4
"231","BBA_05048","Beaba1|5048",2
"232","BBA_05104","Beaba1|5104",4
"233","BBA_05115","Beaba1|5115",4
"234","BBA_05127","Beaba1|5127",4
"235","BBA_05183","Beaba1|5183",4
"236","BBA_05214","Beaba1|5214",3
"237","BBA_05216","Beaba1|5216",1
"238","BBA_05237","Beaba1|5237",4
"239","BBA_05241","Beaba1|5241",1
"240","BBA_05286","Beaba1|5286",4
"241","BBA_05302","Beaba1|5302",3
"242","BBA_05337","Beaba1|5337",1
"243","BBA_05362","Beaba1|5362",2
"244","BBA_05374","Beaba1|5374",4
"245","BBA_05391","Beaba1|5391",1
"246","BBA_05409","Beaba1|5409",1
"247","BBA_05414","Beaba1|5414",3
"248","BBA_05422","Beaba1|5422",3
"249","BBA_05431","Beaba1|5431",4
"250","BBA_05462","Beaba1|5462",4
"251","BBA_05471","Beaba1|5471",2
"252","BBA_05497","Beaba1|5497",4
"253","BBA_05520","Beaba1|5520",4
"254","BBA_05562","Beaba1|5562",2
"255","BBA_05581","Beaba1|5581",4
"256","BBA_05591","Beaba1|5591",1
"257","BBA_05629","Beaba1|5629",2
"258","BBA_05636","Beaba1|5636",3
"259","BBA_05650","Beaba1|5650",1
"260","BBA_05665","Beaba1|5665",1
"261","BBA_05683","Beaba1|5683",4
"262","BBA_05710","Beaba1|5710",2
"263","BBA_05714","Beaba1|5714",3
"264","BBA_05715","Beaba1|5715",1
"265","BBA_05746","Beaba1|5746",4
"266","BBA_05747","Beaba1|5747",4
"267","BBA_05749","Beaba1|5749",3
"268","BBA_05750","Beaba1|5750",3
"269","BBA_05760","Beaba1|5760",1
"270","BBA_05774","Beaba1|5774",3
"271","BBA_05775","Beaba1|5775",3
"272","BBA_05787","Beaba1|5787",3
"273","BBA_05798","Beaba1|5798",1
"274","BBA_05799","Beaba1|5799",1
"275","BBA_05806","Beaba1|5806",3
"276","BBA_05845","Beaba1|5845",2
"277","BBA_05873","Beaba1|5873",1
"278","BBA_05876","Beaba1|5876",4
"279","BBA_05927","Beaba1|5927",1
"280","BBA_05931","Beaba1|5931",1
"281","BBA_05941","Beaba1|5941",3
"282","BBA_05977","Beaba1|5977",1
"283","BBA_06025","Beaba1|6025",1
"284","BBA_06059","Beaba1|6059",1
"285","BBA_06106","Beaba1|6106",1
"286","BBA_06107","Beaba1|6107",4
"287","BBA_06125","Beaba1|6125",3
"288","BBA_06157","Beaba1|6157",2
"289","BBA_06177","Beaba1|6177",3
"290","BBA_06203","Beaba1|6203",1
"291","BBA_06212","Beaba1|6212",2
"292","BBA_06358","Beaba1|6358",1
"293","BBA_06359","Beaba1|6359",1
"294","BBA_06369","Beaba1|6369",1
"295","BBA_06375","Beaba1|6375",4
"296","BBA_06421","Beaba1|6421",1
"297","BBA_06432","Beaba1|6432",3
"298","BBA_06528","Beaba1|6528",1
"299","BBA_06569","Beaba1|6569",4
"300","BBA_06595","Beaba1|6595",4
"301","BBA_06602","Beaba1|6602",4
"302","BBA_06627","Beaba1|6627",1
"303","BBA_06633","Beaba1|6633",2
"304","BBA_06642","Beaba1|6642",1
"305","BBA_06644","Beaba1|6644",4
"306","BBA_06660","Beaba1|6660",2
"307","BBA_06672","Beaba1|6672",2
"308","BBA_06697","Beaba1|6697",4
"309","BBA_06703","Beaba1|6703",4
"310","BBA_06792","Beaba1|6792",1
"311","BBA_06824","Beaba1|6824",1
"312","BBA_06863","Beaba1|6863",3
"313","BBA_06929","Beaba1|6929",2
"314","BBA_06968","Beaba1|6968",1
"315","BBA_06998","Beaba1|6998",3
"316","BBA_07007","Beaba1|7007",1
"317","BBA_07039","Beaba1|7039",3
"318","BBA_07047","Beaba1|7047",4
"319","BBA_07052","Beaba1|7052",4
"320","BBA_07109","Beaba1|7109",2
"321","BBA_07150","Beaba1|7150",1
"322","BBA_07192","Beaba1|7192",4
"323","BBA_07197","Beaba1|7197",4
"324","BBA_07221","Beaba1|7221",4
"325","BBA_07267","Beaba1|7267",1
"326","BBA_07296","Beaba1|7296",4
"327","BBA_07316","Beaba1|7316",1
"328","BBA_07326","Beaba1|7326",2
"329","BBA_07337","Beaba1|7337",4
"330","BBA_07349","Beaba1|7349",4
"331","BBA_07352","Beaba1|7352",1
"332","BBA_07358","Beaba1|7358",1
"333","BBA_07394","Beaba1|7394",1
"334","BBA_07402","Beaba1|7402",1
"335","BBA_07409","Beaba1|7409",1
"336","BBA_07534","Beaba1|7534",1
"337","BBA_07542","Beaba1|7542",1
"338","BBA_07555","Beaba1|7555",1
"339","BBA_07587","Beaba1|7587",4
"340","BBA_07612","Beaba1|7612",1
"341","BBA_07624","Beaba1|7624",4
"342","BBA_07632","Beaba1|7632",4
"343","BBA_07681","Beaba1|7681",3
"344","BBA_07694","Beaba1|7694",2
"345","BBA_07756","Beaba1|7756",4
"346","BBA_07789","Beaba1|7789",1
"347","BBA_07802","Beaba1|7802",1
"348","BBA_07817","Beaba1|7817",4
"349","BBA_07855","Beaba1|7855",1
"350","BBA_07857","Beaba1|7857",1
"351","BBA_07879","Beaba1|7879",1
"352","BBA_07880","Beaba1|7880",4
"353","BBA_07889","Beaba1|7889",4
"354","BBA_07892","Beaba1|7892",1
"355","BBA_07901","Beaba1|7901",1
"356","BBA_07960","Beaba1|7960",1
"357","BBA_07998","Beaba1|7998",1
"358","BBA_08033","Beaba1|8033",3
"359","BBA_08050","Beaba1|8050",3
"360","BBA_08057","Beaba1|8057",1
"361","BBA_08058","Beaba1|8058",1
"362","BBA_08106","Beaba1|8106",1
"363","BBA_08147","Beaba1|8147",3
"364","BBA_08163","Beaba1|8163",1
"365","BBA_08223","Beaba1|8223",1
"366","BBA_08232","Beaba1|8232",1
"367","BBA_08273","Beaba1|8273",1
"368","BBA_08345","Beaba1|8345",4
"369","BBA_08349","Beaba1|8349",1
"370","BBA_08388","Beaba1|8388",1
"371","BBA_08392","Beaba1|8392",4
"372","BBA_08460","Beaba1|8460",4
"373","BBA_08463","Beaba1|8463",1
"374","BBA_08485","Beaba1|8485",1
"375","BBA_08486","Beaba1|8486",2
"376","BBA_08522","Beaba1|8522",1
"377","BBA_08542","Beaba1|8542",4
"378","BBA_08547","Beaba1|8547",1
"379","BBA_08554","Beaba1|8554",3
"380","BBA_08562","Beaba1|8562",4
"381","BBA_08574","Beaba1|8574",1
"382","BBA_08707","Beaba1|8707",4
"383","BBA_08738","Beaba1|8738",3
"384","BBA_08742","Beaba1|8742",2
"385","BBA_08788","Beaba1|8788",1
"386","BBA_08803","Beaba1|8803",2
"387","BBA_08841","Beaba1|8841",4
"388","BBA_08850","Beaba1|8850",1
"389","BBA_08873","Beaba1|8873",1
"390","BBA_08884","Beaba1|8884",3
"391","BBA_08898","Beaba1|8898",2
"392","BBA_08923","Beaba1|8923",1
"393","BBA_08930","Beaba1|8930",2
"394","BBA_08967","Beaba1|8967",3
"395","BBA_09002","Beaba1|9002",1
"396","BBA_09012","Beaba1|9012",1
"397","BBA_09075","Beaba1|9075",3
"398","BBA_09161","Beaba1|9161",1
"399","BBA_09162","Beaba1|9162",1
"400","BBA_09184","Beaba1|9184",2
"401","BBA_09191","Beaba1|9191",4
"402","BBA_09256","Beaba1|9256",4
"403","BBA_09286","Beaba1|9286",4
"404","BBA_09295","Beaba1|9295",1
"405","BBA_09323","Beaba1|9323",1
"406","BBA_09361","Beaba1|9361",1
"407","BBA_09451","Beaba1|9451",4
"408","BBA_09465","Beaba1|9465",1
"409","BBA_09478","Beaba1|9478",3
"410","BBA_09492","Beaba1|9492",1
"411","BBA_09503","Beaba1|9503",3
"412","BBA_09572","Beaba1|9572",1
"413","BBA_09578","Beaba1|9578",3
"414","BBA_09584","Beaba1|9584",1
"415","BBA_09651","Beaba1|9651",4
"416","BBA_09678","Beaba1|9678",1
"417","BBA_09689","Beaba1|9689",1
"418","BBA_09719","Beaba1|9719",3
"419","BBA_09727","Beaba1|9727",4
"420","BBA_09803","Beaba1|9803",4
"421","BBA_09804","Beaba1|9804",3
"422","BBA_09825","Beaba1|9825",3
"423","BBA_09875","Beaba1|9875",1
"424","BBA_09881","Beaba1|9881",1
"425","BBA_09933","Beaba1|9933",1
"426","BBA_09939","Beaba1|9939",1
"427","BBA_09948","Beaba1|9948",1
"428","BBA_09977","Beaba1|9977",1
"429","BBA_10014","Beaba1|10014",1
"430","BBA_10019","Beaba1|10019",1
"431","BBA_10028","Beaba1|10028",2
"432","BBA_10078","Beaba1|10078",4
"433","BBA_10112","Beaba1|10112",1
"434","BBA_10113","Beaba1|10113",3
"435","BBA_10211","Beaba1|10211",1
"436","BBA_10241","Beaba1|10241",1
"437","BBA_10276","Beaba1|10276",4
"438","BBA_10283","Beaba1|10283",4
"439","BBA_10295","Beaba1|10295",3
"440","BBA_10297","Beaba1|10297",4
"441","BBA_10344","Beaba1|10344",3
